Program Time [s],Device ID,Accelerometer X Axis,Accelerometer Y axis,Accelerometer Z Axis,Gyroscope X Axis,Gyroscope Y Axis,Gyroscope Z Axis,Magnetometer X Axis,Magnetometer Y Axis,Magnetometer Z Axis,Not Used currently,Not Used currently,Not Used currently
2830.82,0,-4086,-67,831,-141,872,77,-31716,31140,31331,0,0,0
2830.85,0,-4038,-88,1100,-175,640,-441,-31717,31139,31326,0,0,0
2830.85,0,-4110,25,1178,-89,89,-818,-31716,31142,31322,0,0,0
2830.88,0,-4006,80,1211,-491,-366,-1116,-31714,31147,31321,0,0,0
2830.88,0,-4184,330,960,-575,-979,-1001,-31711,31154,31326,0,0,0
2830.91,0,-3663,477,481,-630,-861,-930,-31705,31158,31335,0,0,0
2830.91,0,-3539,584,432,-427,98,-730,-31699,31164,31342,0,0,0
2830.94,0,-3706,621,847,-363,837,-494,-31697,31168,31343,0,0,0
2830.94,0,-3899,511,1189,-144,499,-292,-31696,31169,31338,0,0,0
2830.97,0,-4059,352,1003,-210,-228,-51,-31698,31169,31336,0,0,0
2830.97,0,-3609,235,602,-72,-211,-80,-31697,31171,31336,0,0,0
2831,0,-3679,310,570,133,629,-25,-31695,31168,31337,0,0,0
2831,0,-3734,397,735,-181,1222,-50,-31698,31169,31334,0,0,0
2831.03,0,-3862,453,1047,-361,1233,-32,-31701,31173,31324,0,0,0
2831.03,0,-4028,372,1216,-167,811,106,-31706,31170,31316,0,0,0
2831.06,0,-4106,326,1347,306,324,101,-31710,31169,31312,0,0,0
2831.06,0,-4206,325,1121,49,-123,297,-31712,31169,31306,0,0,0
2831.09,0,-4050,203,968,-92,-247,207,-31710,31169,31306,0,0,0
2831.09,0,-3972,246,809,-268,-162,27,-31711,31168,31309,0,0,0
2831.12,0,-4000,311,701,-510,-11,-212,-31711,31164,31312,0,0,0
2831.12,0,-3929,329,648,-876,330,-443,-31710,31164,31312,0,0,0
2831.15,0,-4115,351,867,-597,628,-400,-31712,31163,31315,0,0,0
2831.15,0,-4187,235,1030,78,490,-190,-31713,31166,31312,0,0,0
2831.18,0,-4092,287,1056,289,237,-125,-31712,31166,31308,0,0,0
2831.18,0,-4035,308,993,96,-187,-120,-31712,31168,31306,0,0,0
2831.21,0,-3958,370,883,17,-220,-92,-31713,31170,31308,0,0,0
2831.21,0,-3962,364,858,43,-131,46,-31712,31170,31309,0,0,0
2831.24,0,-3766,314,740,-304,-270,-21,-31713,31169,31310,0,0,0
2831.24,0,-3814,263,702,-294,-94,4,-31709,31170,31312,0,0,0
2831.27,0,-3819,213,778,-181,171,56,-31711,31167,31312,0,0,0
2831.27,0,-3888,207,904,-41,226,11,-31710,31169,31315,0,0,0
2831.3,0,-3951,225,1014,60,177,22,-31712,31167,31309,0,0,0
2831.31,0,-4089,248,1160,132,45,10,-31711,31168,31309,0,0,0
2831.33,0,-4034,243,1101,-60,-330,-148,-31712,31167,31310,0,0,0
2831.34,0,-4097,220,982,-330,-419,-230,-31711,31168,31311,0,0,0
2831.36,0,-4037,250,689,-874,-535,-519,-31709,31168,31314,0,0,0
2831.37,0,-3858,186,582,-945,99,-678,-31707,31169,31321,0,0,0
2831.39,0,-3834,291,642,-1011,690,-754,-31705,31169,31326,0,0,0
2831.4,0,-4056,326,1059,-665,957,-573,-31703,31171,31325,0,0,0
2831.42,0,-4200,433,1391,-98,615,-290,-31705,31174,31317,0,0,0
2831.43,0,-4163,515,952,193,-162,-4,-31705,31176,31311,0,0,0
2831.45,0,-3815,394,674,356,343,387,-31705,31179,31312,0,0,0
2831.46,0,-3751,309,704,136,761,469,-31708,31174,31309,0,0,0
2831.48,0,-3981,221,909,-75,942,599,-31711,31175,31305,0,0,0
2831.49,0,-4004,99,1130,-207,700,598,-31715,31168,31297,0,0,0
2831.51,0,-3982,37,1048,-194,34,486,-31718,31163,31292,0,0,0
2831.52,0,-3915,36,866,-337,50,236,-31720,31162,31296,0,0,0
2831.54,0,-3934,23,617,-477,62,-71,-31721,31158,31296,0,0,0
2831.55,0,-3680,21,400,-459,477,-336,-31723,31157,31297,0,0,0
2831.57,0,-3708,178,440,-383,974,-476,-31724,31158,31296,0,0,0
2831.58,0,-3986,276,687,-418,1358,-479,-31724,31160,31289,0,0,0
2831.6,0,-3998,373,870,-632,1286,-424,-31728,31163,31282,0,0,0
2831.61,0,-4166,366,1049,-343,981,-97,-31729,31163,31277,0,0,0
2831.63,0,-4129,338,1073,-197,510,192,-31732,31162,31269,0,0,0
2831.64,0,-4017,406,920,-465,211,204,-31734,31161,31264,0,0,0
2831.66,0,-4024,351,882,-278,44,382,-31735,31160,31267,0,0,0
2831.67,0,-3960,168,743,-427,-129,580,-31735,31155,31268,0,0,0
2831.69,0,-3897,113,687,-401,-182,650,-31738,31150,31269,0,0,0
2831.7,0,-3909,80,735,-164,-112,602,-31739,31143,31272,0,0,0
2831.72,0,-4003,113,908,-16,-69,437,-31742,31138,31274,0,0,0
2831.73,0,-4080,113,1084,141,-431,158,-31744,31136,31274,0,0,0
2831.75,0,-4251,216,1268,160,-1016,-92,-31742,31135,31279,0,0,0
2831.76,0,-4338,295,1383,344,-1781,-247,-31740,31136,31285,0,0,0
2831.78,0,-4422,388,1264,-106,-2679,-217,-31733,31137,31292,0,0,0
2831.79,0,-4124,322,1084,-372,-3684,-251,-31724,31138,31314,0,0,0
2831.81,0,-3874,444,1255,-1354,-4600,-166,-31713,31136,31340,0,0,0
2831.82,0,-3942,372,1405,-1673,-5587,-658,-31702,31135,31376,0,0,0
2831.84,0,-4071,275,1925,-1449,-6420,-1277,-31683,31132,31420,0,0,0
2831.85,0,-4645,182,2980,-751,-7346,-1333,-31664,31136,31471,0,0,0
2831.87,0,-5783,140,3070,343,-10691,-1359,-31644,31143,31527,0,0,0
2831.88,0,-4801,-241,1326,-1531,-14094,-489,-31621,31148,31605,0,0,0
2831.9,0,-3514,-172,576,-2320,-13752,-1692,-31602,31149,31710,0,0,0
2831.91,0,-3112,83,592,-1634,-12640,-2274,-31586,31154,31819,0,0,0
2831.93,0,-3091,854,765,-1167,-11217,-1859,-31576,31166,31921,0,0,0
2831.96,0,-2396,575,1930,-1596,-9841,-1390,-31575,31179,32005,0,0,0
2831.96,0,-2700,861,2649,-1803,-10176,-1296,-31575,31188,32086,0,0,0
2831.99,0,-3545,774,3518,-1018,-9202,-710,-31582,31195,32169,0,0,0
2831.99,0,-3832,447,3346,550,-9679,446,-31595,31201,32240,0,0,0
2832.02,0,-3629,-364,3381,647,-10479,1717,-31612,31196,32310,0,0,0
2832.02,0,-3342,-434,3237,849,-13279,100,-31639,31179,32384,0,0,0
2832.05,0,-1832,754,1815,-1741,-17880,-1207,-31674,31176,32479,0,0,0
2832.05,0,-2512,-100,3143,-4471,-14534,-2057,-31721,31184,32597,0,0,0
2832.08,0,-2338,-1182,2740,-5854,-15907,-3599,-31771,31215,32712,0,0,0
2832.08,0,-2388,-2040,2255,-4834,-17059,-5884,-31827,31260,-32709,0,0,0
2832.11,0,-1683,-342,1605,-1281,-17334,-7590,-31895,31316,-32594,0,0,0
2832.11,0,-600,81,1970,-374,-14272,-6327,-31970,31363,-32496,0,0,0
2832.14,0,532,-862,1231,-1164,-12390,-6241,-32038,31404,-32416,0,0,0
2832.14,0,810,537,2191,-297,-7879,-5541,-32102,31441,-32350,0,0,0
2832.17,0,-342,-512,5421,3070,-2910,-2575,-32140,31467,-32314,0,0,0
2832.17,0,-740,-1651,5616,3178,-4637,-2434,-32158,31464,-32299,0,0,0
2832.2,0,-326,-1599,4746,2784,-6368,-3147,-32183,31455,-32286,0,0,0
2832.2,0,66,-354,4225,3231,-5010,-3031,-32220,31452,-32264,0,0,0
2832.23,0,156,-496,4927,3365,-3082,-1887,-32249,31442,-32246,0,0,0
2832.23,0,203,-368,4627,2436,-4190,-1706,-32265,31428,-32236,0,0,0
2832.26,0,515,-193,4235,1033,-4662,-1720,-32291,31418,-32226,0,0,0
2832.26,0,872,265,3522,-718,-3553,-1991,-32319,31419,-32209,0,0,0
2832.29,0,422,293,4094,-873,-718,-1308,-32339,31432,-32197,0,0,0
2832.29,0,402,-243,3909,-1065,747,-1203,-32341,31444,-32191,0,0,0
2832.32,0,224,-43,4200,-851,1729,-1014,-32335,31456,-32188,0,0,0
2832.32,0,314,268,4255,13,2328,-69,-32324,31466,-32198,0,0,0
2832.35,0,344,246,4144,299,2892,800,-32305,31468,-32208,0,0,0
2832.35,0,-39,-333,4396,691,3339,1689,-32287,31466,-32220,0,0,0
2832.38,0,-240,-1245,4516,747,2995,1508,-32268,31453,-32236,0,0,0
2832.38,0,-369,-1241,4438,197,2006,610,-32249,31444,-32250,0,0,0
2832.41,0,-182,-793,4196,-388,1383,-175,-32237,31439,-32258,0,0,0
2832.41,0,-223,-424,4287,-447,1672,-144,-32225,31441,-32264,0,0,0
2832.44,0,-238,-479,4208,-391,1504,-66,-32211,31447,-32272,0,0,0
2832.44,0,-190,-461,4202,67,1114,52,-32201,31451,-32277,0,0,0
2832.47,0,-212,-323,4245,599,910,308,-32195,31450,-32284,0,0,0
2832.47,0,-122,-250,4387,1032,556,608,-32191,31445,-32291,0,0,0
2832.5,0,-186,-326,4318,904,119,516,-32187,31435,-32294,0,0,0
2832.5,0,-79,-415,4140,186,-227,20,-32188,31428,-32296,0,0,0
2832.53,0,77,-206,4009,-604,-62,-378,-32188,31426,-32292,0,0,0
2832.53,0,-76,-78,4297,-480,433,-127,-32186,31431,-32295,0,0,0
2832.56,0,-138,-259,4503,-150,334,91,-32187,31434,-32295,0,0,0
2832.57,0,-166,-289,4517,376,-91,305,-32185,31435,-32295,0,0,0
2832.59,0,-61,-312,4254,494,-427,177,-32185,31432,-32294,0,0,0
2832.6,0,-103,-308,4407,504,-446,52,-32188,31428,-32295,0,0,0
2832.62,0,47,-390,4276,33,-987,-478,-32190,31427,-32292,0,0,0
2832.63,0,119,-178,4022,-317,-1320,-702,-32195,31428,-32290,0,0,0
2832.65,0,212,62,3896,-447,-1060,-613,-32201,31434,-32282,0,0,0
2832.66,0,-28,133,4236,-214,-840,-248,-32208,31436,-32275,0,0,0
2832.68,0,13,-205,4206,33,-1312,-179,-32214,31441,-32272,0,0,0
2832.69,0,-6,-131,4113,358,-1760,-81,-32222,31444,-32266,0,0,0
2832.71,0,76,-175,3954,402,-1812,-48,-32232,31441,-32260,0,0,0
2832.72,0,229,96,3995,120,-2065,41,-32244,31440,-32250,0,0,0
2832.74,0,723,69,3717,-519,-1315,1334,-32259,31439,-32245,0,0,0
2832.75,0,131,-92,3370,-761,-873,1226,-32270,31436,-32234,0,0,0
2832.77,0,446,-284,3492,-1128,-236,1525,-32279,31438,-32231,0,0,0
2832.78,0,326,-174,3521,-1338,255,1705,-32284,31438,-32229,0,0,0
2832.8,0,-747,-1450,4252,-3487,-5364,-578,-32291,31453,-32223,0,0,0
2832.81,0,-985,-580,6926,-3956,-11108,-1479,-32328,31486,-32192,0,0,0
2832.83,0,-271,-647,4788,-2016,-13672,257,-32400,31514,-32149,0,0,0
2832.84,0,607,-702,4228,153,-17018,848,-32502,31528,-32095,0,0,0
2832.86,0,733,-328,3598,379,-19486,492,-32634,31527,-32048,0,0,0
2832.87,0,856,-442,3312,-776,-20674,869,32752,31525,-32005,0,0,0
2832.89,0,935,-311,2659,-1852,-22776,1048,32585,31534,-31972,0,0,0
2832.9,0,1350,-564,3010,-2695,-25570,781,32396,31552,-31953,0,0,0
2832.92,0,2126,-526,1974,-1913,-24366,-680,32190,31579,-31957,0,0,0
2832.93,0,2186,-826,2116,-1364,-22490,-1223,31995,31602,-31981,0,0,0
2832.95,0,442,566,1606,-3213,-24628,-1435,31814,31610,-32024,0,0,0
2832.96,0,1630,-195,1492,-4629,-26033,-1736,31632,31640,-32093,0,0,0
2832.98,0,1784,202,1125,-5289,-28741,-3022,31442,31678,-32184,0,0,0
2832.99,0,4326,-545,805,-4475,-26843,-3066,31257,31710,-32311,0,0,0
2833.01,0,4146,-1407,-643,-4022,-22259,-2566,31100,31731,-32446,0,0,0
2833.02,0,4030,-973,-695,-3040,-19308,-2925,30981,31745,-32578,0,0,0
2833.04,0,4096,-805,-1045,-1932,-16819,-2266,30892,31751,-32697,0,0,0
2833.05,0,5214,-981,-1489,409,-13503,-2359,30823,31751,32728,0,0,0
2833.07,0,6206,-52,-1638,1706,-8144,-3208,30776,31739,32635,0,0,0
2833.08,0,5871,-1378,-1412,2002,-2945,-3998,30752,31714,32576,0,0,0
2833.1,0,4982,-724,-1296,2204,279,-4207,30748,31677,32553,0,0,0
2833.11,0,4055,-124,-1085,1383,1098,-2679,30751,31641,32554,0,0,0
2833.13,0,4373,-439,-889,910,995,-1764,30759,31615,32560,0,0,0
2833.14,0,4371,-182,-1090,928,1334,-1423,30765,31597,32567,0,0,0
2833.16,0,4164,163,-962,367,1848,-844,30772,31582,32576,0,0,0
2833.17,0,4512,-123,-694,322,2145,-634,30779,31575,32587,0,0,0
2833.19,0,4219,62,-647,563,1861,-1031,30786,31569,32604,0,0,0
2833.22,0,3988,-140,-628,673,1816,-1180,30795,31560,32617,0,0,0
2833.22,0,3987,-199,-738,1155,1751,-1974,30802,31549,32628,0,0,0
2833.25,0,4088,-318,-634,1643,1782,-2659,30813,31528,32639,0,0,0
2833.25,0,3919,-186,-592,1423,2087,-1980,30824,31504,32651,0,0,0
2833.28,0,4295,-101,-326,986,2196,-1487,30837,31483,32666,0,0,0
2833.28,0,4570,-11,-200,661,2201,-1163,30848,31470,32680,0,0,0
2833.31,0,4375,-102,-234,284,2199,-535,30857,31458,32694,0,0,0
2833.31,0,4220,124,-219,-136,2075,82,30867,31451,32710,0,0,0
2833.34,0,4241,9,-306,-244,2125,168,30875,31452,32722,0,0,0
2833.34,0,4352,-46,-453,121,2416,-153,30883,31452,32735,0,0,0
2833.37,0,4090,36,-490,422,2780,-544,30892,31451,32752,0,0,0
2833.37,0,4030,144,-350,616,2964,-538,30904,31444,-32766,0,0,0
2833.4,0,3961,91,-194,679,2759,-630,30919,31436,-32748,0,0,0
2833.4,0,3934,283,-78,513,2622,97,30932,31426,-32730,0,0,0
2833.43,0,4123,-76,1,52,2922,329,30943,31425,-32713,0,0,0
2833.43,0,3980,-56,149,47,2885,590,30956,31427,-32695,0,0,0
2833.46,0,3916,-242,532,165,1673,288,30967,31430,-32675,0,0,0
2833.46,0,3472,18,619,758,-317,-90,30973,31433,-32669,0,0,0
2833.49,0,4010,-214,217,757,-942,-181,30974,31425,-32670,0,0,0
2833.49,0,3995,-198,285,888,-1221,-585,30970,31423,-32676,0,0,0
2833.52,0,3787,-19,-105,729,-1776,-840,30965,31416,-32686,0,0,0
2833.52,0,4057,-200,-125,180,-1731,-1075,30958,31406,-32700,0,0,0
2833.55,0,3999,-13,-79,191,-1543,-1750,30956,31399,-32710,0,0,0
2833.55,0,4171,47,-82,28,-1074,-1735,30951,31388,-32716,0,0,0
2833.58,0,4134,302,-98,-36,-802,-1646,30951,31377,-32726,0,0,0
2833.58,0,4193,315,11,205,-645,-1741,30953,31367,-32728,0,0,0
2833.61,0,4163,98,52,497,-702,-1832,30953,31354,-32732,0,0,0
2833.61,0,4164,197,12,109,-491,-1558,30956,31340,-32738,0,0,0
2833.64,0,4311,229,75,84,-552,-1531,30957,31329,-32741,0,0,0
2833.64,0,4095,322,-48,-128,-674,-1356,30958,31319,-32744,0,0,0
2833.67,0,4213,374,6,-155,-524,-997,30961,31311,-32748,0,0,0
2833.67,0,4180,383,-64,-78,-639,-701,30961,31306,-32750,0,0,0
2833.7,0,4063,445,-223,-193,-661,-462,30961,31301,-32752,0,0,0
2833.7,0,4245,349,-148,-402,-380,-149,30959,31299,-32756,0,0,0
2833.73,0,4226,234,-60,-163,-436,-287,30958,31297,-32759,0,0,0
2833.73,0,3996,286,-138,67,-835,-712,30958,31298,-32761,0,0,0
2833.76,0,3975,360,-348,-246,-643,-321,30956,31293,-32765,0,0,0
2833.76,0,4064,521,-288,-625,-265,426,30955,31293,-32768,0,0,0
2833.79,0,3927,478,-220,-625,-294,777,30953,31297,-32766,0,0,0
2833.79,0,4064,259,-243,-614,-13,804,30949,31306,-32768,0,0,0
2833.82,0,3995,196,-187,-457,61,561,30947,31313,32767,0,0,0
2833.82,0,4012,114,-213,-129,-148,132,30946,31319,-32768,0,0,0
2833.85,0,3989,177,-198,266,-347,-658,30945,31319,-32765,0,0,0
2833.86,0,4017,340,-348,140,-162,-670,30946,31312,-32768,0,0,0
2833.88,0,4154,492,-258,52,213,-448,30947,31309,32765,0,0,0
2833.89,0,4095,475,-25,234,148,-571,30950,31305,32767,0,0,0
2833.91,0,3969,564,-253,-20,-28,-187,30951,31300,-32767,0,0,0
2833.92,0,4145,506,-273,-264,437,351,30951,31299,-32767,0,0,0
2833.94,0,3987,472,-124,-504,536,976,30955,31303,-32763,0,0,0
2833.95,0,4068,336,-107,-384,315,878,30953,31312,-32759,0,0,0
2833.97,0,4101,328,-121,-271,384,667,30953,31316,-32753,0,0,0
2833.98,0,4035,402,-64,-400,283,721,30951,31323,-32755,0,0,0
2834,0,4163,280,-57,-408,172,700,30952,31331,-32749,0,0,0
2834.01,0,4120,204,-21,-370,169,528,30953,31337,-32748,0,0,0
2834.03,0,4011,190,-107,-211,-162,236,30951,31340,-32744,0,0,0
2834.04,0,4077,190,-253,-116,-85,-49,30950,31345,-32744,0,0,0
2834.06,0,4024,162,-223,-231,143,-167,30951,31344,-32743,0,0,0
2834.07,0,4037,308,-180,-341,164,-161,30952,31344,-32744,0,0,0
2834.09,0,4100,273,-82,-178,47,-338,30952,31343,-32741,0,0,0
2834.1,0,3967,401,-233,-84,-103,-445,30955,31341,-32740,0,0,0
2834.12,0,4094,319,-223,-211,23,-346,30956,31339,-32740,0,0,0
2834.13,0,4051,337,-110,-90,-2,-527,30957,31337,-32738,0,0,0
2834.15,0,3976,328,-237,-74,-113,-685,30958,31336,-32738,0,0,0
2834.16,0,4051,389,-246,-150,180,-723,30960,31330,-32737,0,0,0
2834.18,0,4166,372,-22,-25,236,-864,30962,31327,-32738,0,0,0
2834.19,0,4110,504,-17,77,78,-1047,30967,31322,-32734,0,0,0
2834.21,0,4119,511,-116,55,221,-930,30968,31312,-32734,0,0,0
2834.22,0,3917,670,-190,-55,335,-605,30971,31306,-32734,0,0,0
2834.24,0,4066,628,-193,-296,616,70,30976,31302,-32730,0,0,0
2834.25,0,4128,531,1,-128,710,149,30978,31301,-32726,0,0,0
2834.27,0,4079,377,-9,-232,600,243,30980,31305,-32720,0,0,0
2834.28,0,4139,304,10,-195,589,117,30983,31306,-32716,0,0,0
2834.3,0,4075,406,-69,-216,608,133,30986,31308,-32714,0,0,0
2834.31,0,4199,479,-108,-308,827,312,30987,31313,-32706,0,0,0
2834.33,0,4188,588,-161,-710,1306,898,30989,31314,-32700,0,0,0
2834.34,0,4286,534,-27,-1300,1893,1656,30993,31325,-32691,0,0,0
2834.36,0,4431,748,42,-1950,2656,2483,30998,31339,-32675,0,0,0
2834.37,0,4392,180,-13,-2850,3933,3701,31004,31364,-32655,0,0,0
2834.4,0,4059,599,494,-3458,3173,4907,31016,31399,-32626,0,0,0
2834.4,0,3860,1423,438,-5978,2214,9031,31020,31448,-32601,0,0,0
2834.42,0,4339,1770,195,-9057,2757,14486,31016,31538,-32575,0,0,0
2834.43,0,4506,1524,266,-11767,3701,20287,31011,31680,-32553,0,0,0
2834.45,0,4377,19,846,-12831,3911,22891,31021,31872,-32529,0,0,0
2834.46,0,2726,-446,299,-15474,2976,26785,31051,32087,-32518,0,0,0
2834.48,0,2771,-2151,-547,-16911,2828,28398,31105,32338,-32529,0,0,0
2834.51,0,1993,-2648,-1286,-17636,3867,28903,31194,32594,-32561,0,0,0
2834.51,0,2631,-4748,-796,-15527,4909,25130,31320,-32700,-32610,0,0,0
2834.54,0,1409,-5386,-912,-11878,5237,18318,31460,-32505,-32667,0,0,0
2834.54,0,1890,-5076,-640,-8714,5920,12974,31584,-32379,-32714,0,0,0
2834.57,0,2034,-4182,-956,-5439,6145,8534,31689,-32293,-32748,0,0,0
2834.57,0,1900,-3243,-763,-3745,6702,7094,31767,-32242,-32763,0,0,0
2834.6,0,2176,-2770,-390,-3480,7426,7904,31845,-32209,32765,0,0,0
2834.6,0,2084,-3108,264,-4092,7345,9076,31924,-32178,32753,0,0,0
2834.63,0,1589,-3191,875,-4284,4733,8857,32016,-32146,32738,0,0,0
2834.63,0,1381,-3759,655,-4277,1760,8038,32094,-32115,32716,0,0,0
2834.66,0,1847,-3764,-120,-3000,598,6569,32160,-32091,32690,0,0,0
2834.66,0,1214,-3640,-546,-1431,291,5396,32210,-32078,32669,0,0,0
2834.69,0,1006,-3644,-538,-757,346,5320,32249,-32067,32657,0,0,0
2834.69,0,1593,-3912,-367,-461,1264,5193,32290,-32062,32650,0,0,0
2834.72,0,1113,-4155,-104,-425,1527,4675,32331,-32061,32648,0,0,0
2834.72,0,1302,-4392,-156,21,2091,3646,32368,-32061,32643,0,0,0
2834.75,0,1420,-4038,334,298,1533,3376,32403,-32065,32644,0,0,0
2834.75,0,1222,-3803,466,1047,-964,2691,32432,-32066,32649,0,0,0
2834.78,0,773,-3748,61,915,-2970,2784,32449,-32074,32652,0,0,0
2834.78,0,781,-4561,-19,755,-3546,2385,32458,-32081,32661,0,0,0
2834.81,0,1070,-4588,-328,989,-2813,846,32463,-32083,32669,0,0,0
2834.81,0,857,-4362,-63,1026,-2421,217,32458,-32087,32676,0,0,0
2834.84,0,1185,-3793,53,1303,-3024,41,32451,-32092,32685,0,0,0
2834.84,0,1237,-3681,220,1723,-4340,-148,32439,-32097,32695,0,0,0
2834.87,0,1472,-3661,285,1966,-5358,-72,32421,-32106,32710,0,0,0
2834.87,0,1761,-3854,493,2547,-6120,-404,32398,-32115,32724,0,0,0
2834.9,0,71,-3877,265,2590,-7863,-654,32371,-32127,32742,0,0,0
2834.9,0,367,-4510,-219,1648,-7317,-583,32335,-32135,32760,0,0,0
2834.94,0,1345,-4963,487,2190,-6648,-1338,32299,-32142,-32765,0,0,0
2834.94,0,1215,-4645,1156,4501,-8257,-3250,32259,-32153,-32753,0,0,0
2834.96,0,371,-3571,1089,5604,-11844,-4238,32204,-32175,-32727,0,0,0
2834.96,0,-758,-2702,-42,3700,-15555,-2579,32122,-32202,-32700,0,0,0
2834.99,0,-488,-3454,-557,1896,-17147,-811,32035,-32221,-32695,0,0,0
2834.99,0,-732,-3427,-1010,-279,-17829,919,31952,-32229,-32710,0,0,0
2835.02,0,249,-4319,-985,-1824,-16939,1874,31876,-32221,-32742,0,0,0
2835.02,0,1015,-4774,-1339,-2602,-14685,3037,31818,-32211,32742,0,0,0
2835.05,0,916,-4930,-1428,-2069,-12224,3109,31778,-32188,32692,0,0,0
2835.05,0,1066,-4693,-1770,-1038,-10242,2226,31752,-32170,32645,0,0,0
2835.08,0,1449,-4731,-1792,327,-7647,1672,31729,-32157,32612,0,0,0
2835.08,0,1268,-4599,-1734,1949,-4792,1239,31713,-32154,32594,0,0,0
2835.11,0,1340,-4461,-1501,2710,-1684,1457,31703,-32156,32591,0,0,0
2835.12,0,849,-4403,-376,1610,308,3233,31709,-32162,32599,0,0,0
2835.14,0,1059,-4734,379,825,-494,3662,31730,-32160,32615,0,0,0
2835.15,0,578,-4191,-97,-100,-1084,4011,31752,-32152,32617,0,0,0
2835.17,0,725,-4259,-432,-92,-1052,3763,31775,-32142,32614,0,0,0
2835.18,0,159,-3982,-780,96,-836,3430,31797,-32132,32611,0,0,0
2835.2,0,249,-4316,-600,-171,-21,3248,31817,-32121,32611,0,0,0
2835.21,0,251,-4239,-526,47,155,2310,31839,-32114,32607,0,0,0
2835.23,0,116,-4230,-311,-127,526,1877,31857,-32108,32605,0,0,0
2835.24,0,94,-4151,-254,-109,437,1557,31872,-32105,32606,0,0,0
2835.26,0,12,-3942,-422,222,77,840,31883,-32101,32607,0,0,0
2835.27,0,62,-3991,-330,403,-28,592,31890,-32098,32606,0,0,0
2835.29,0,66,-3939,-392,607,-519,-77,31892,-32100,32612,0,0,0
2835.3,0,26,-3923,-453,610,-849,-566,31890,-32101,32615,0,0,0
2835.32,0,313,-4032,-388,415,-871,-564,31883,-32104,32616,0,0,0
2835.33,0,172,-4110,-282,72,-877,-477,31877,-32109,32617,0,0,0
2835.35,0,-45,-4205,-345,-137,-1115,-288,31871,-32110,32615,0,0,0
2835.36,0,72,-4118,-606,-15,-1029,-516,31867,-32109,32615,0,0,0
2835.38,0,136,-4078,-591,189,-846,-548,31858,-32108,32610,0,0,0
2835.39,0,329,-4184,-556,355,-551,-416,31851,-32110,32610,0,0,0
2835.41,0,460,-4220,-393,240,-128,-34,31846,-32113,32608,0,0,0
2835.42,0,96,-4295,-256,-222,-373,425,31844,-32113,32612,0,0,0
2835.44,0,161,-4356,-330,-167,-821,243,31847,-32110,32607,0,0,0
2835.45,0,9,-4323,-551,-110,-899,-195,31847,-32110,32607,0,0,0
2835.47,0,44,-4192,-701,-61,-643,-287,31842,-32111,32603,0,0,0
2835.48,0,-86,-4097,-702,303,-169,-239,31838,-32109,32600,0,0,0
2835.5,0,353,-4110,-547,246,362,231,31836,-32109,32602,0,0,0
2835.51,0,272,-4205,-388,0,671,690,31839,-32110,32603,0,0,0
2835.53,0,9,-4269,-445,9,327,535,31846,-32109,32608,0,0,0
2835.54,0,300,-4354,-535,393,408,-20,31852,-32109,32607,0,0,0
2835.56,0,-58,-4094,-330,179,226,-31,31854,-32111,32609,0,0,0
2835.57,0,108,-4192,-465,163,-291,-328,31854,-32111,32610,0,0,0
2835.59,0,241,-4222,-440,311,-201,-678,31850,-32111,32610,0,0,0
2835.6,0,376,-4257,-164,-29,77,-112,31847,-32113,32612,0,0,0
2835.62,0,124,-4256,-141,-565,-473,266,31846,-32113,32611,0,0,0
2835.63,0,104,-4208,-506,-459,-862,-77,31845,-32110,32607,0,0,0
2835.65,0,-89,-4122,-552,-315,-699,-56,31841,-32108,32601,0,0,0
2835.66,0,128,-4148,-626,-395,-471,378,31838,-32107,32597,0,0,0
2835.68,0,28,-4155,-696,-134,-162,161,31841,-32105,32594,0,0,0
2835.69,0,-21,-4128,-670,111,-65,-133,31843,-32103,32594,0,0,0
2835.71,0,124,-4371,-370,-33,404,-106,31841,-32104,32592,0,0,0
2835.72,0,3,-4186,-141,-523,188,572,31839,-32103,32591,0,0,0
2835.74,0,162,-4231,-473,-590,-90,434,31846,-32100,32590,0,0,0
2835.77,0,116,-4159,-568,-339,-37,70,31850,-32096,32586,0,0,0
2835.77,0,23,-4152,-555,-57,-25,-297,31849,-32094,32583,0,0,0
2835.8,0,-126,-4119,-615,-14,-286,-472,31847,-32094,32581,0,0,0
2835.8,0,164,-4082,-709,222,42,-697,31842,-32097,32582,0,0,0
2835.83,0,376,-4103,-339,-110,474,-146,31839,-32096,32583,0,0,0
2835.83,0,102,-4116,-203,-655,-106,480,31839,-32098,32583,0,0,0
2835.86,0,208,-4220,-462,-767,-575,408,31841,-32094,32577,0,0,0
2835.86,0,77,-4185,-722,-624,-481,225,31844,-32087,32570,0,0,0
2835.89,0,-5,-4162,-796,-236,-201,-52,31844,-32085,32562,0,0,0
2835.89,0,30,-4062,-803,154,32,-344,31842,-32085,32562,0,0,0
2835.92,0,140,-4054,-522,178,233,-152,31840,-32087,32565,0,0,0
2835.92,0,272,-4175,-409,36,20,41,31839,-32089,32564,0,0,0
2835.95,0,46,-4159,-465,-19,-210,23,31840,-32090,32562,0,0,0
2835.95,0,36,-4065,-546,-262,-241,310,31840,-32088,32565,0,0,0
2835.98,0,148,-4191,-657,-296,-139,427,31841,-32085,32563,0,0,0
2835.98,0,173,-4245,-652,-83,55,170,31845,-32083,32556,0,0,0
