Program Time [s],Device ID,Accelerometer X Axis,Accelerometer Y axis,Accelerometer Z Axis,Gyroscope X Axis,Gyroscope Y Axis,Gyroscope Z Axis,Magnetometer X Axis,Magnetometer Y Axis,Magnetometer Z Axis,Not Used currently,Not Used currently,Not Used currently
2851.95,0,-4702,1725,-4024,1375,-26769,-6775,32531,31198,30362,0,0,0
2851.97,0,-4535,1346,-3865,2329,-27470,-3517,32757,31210,30395,0,0,0
2851.98,0,-4456,1122,-4218,1760,-27670,-751,-32569,31224,30453,0,0,0
2852,0,-3825,1777,-2339,-2082,-27387,974,-32373,31228,30541,0,0,0
2852.01,0,-3442,1327,-3154,-3700,-28865,-314,-32197,31200,30663,0,0,0
2852.03,0,-3899,1875,-2638,-3942,-25172,-1322,-32032,31167,30818,0,0,0
2852.04,0,-1764,711,-1351,-5368,-21640,-1117,-31904,31143,30971,0,0,0
2852.06,0,-1300,-29,-1598,-3505,-20537,-712,-31808,31118,31125,0,0,0
2852.07,0,-2163,-322,-1047,-1159,-17368,-1294,-31737,31101,31274,0,0,0
2852.09,0,-2386,-901,-562,1521,-14564,-4066,-31682,31101,31397,0,0,0
2852.1,0,-3861,-1944,-1095,2985,-12802,-7478,-31636,31130,31497,0,0,0
2852.12,0,-3581,66,-74,3662,-12312,-10012,-31590,31186,31581,0,0,0
2852.13,0,-2516,565,-620,4408,-11202,-8289,-31547,31259,31661,0,0,0
2852.15,0,-2042,449,-905,6825,-8880,-5710,-31517,31326,31732,0,0,0
2852.16,0,-1897,1744,3440,5471,-15265,-5922,-31497,31378,31796,0,0,0
2852.18,0,-2096,-21,2438,5827,-19974,-5812,-31482,31419,31903,0,0,0
2852.19,0,-1873,516,1249,3803,-20236,-6472,-31478,31461,32046,0,0,0
2852.21,0,-2688,-398,987,1867,-18405,-7972,-31490,31509,32197,0,0,0
2852.22,0,-376,-1079,2388,-183,-18815,-8887,-31511,31564,32336,0,0,0
2852.24,0,-604,-1257,2450,-470,-19559,-8648,-31550,31629,32479,0,0,0
2852.27,0,-2769,-911,6682,-3724,-26654,-7860,-31606,31695,32626,0,0,0
2852.27,0,-433,-1396,1027,-2846,-29936,-8891,-31705,31762,-32727,0,0,0
2852.3,0,-1062,-1626,2146,264,-25967,-7423,-31849,31837,-32535,0,0,0
2852.3,0,-1418,-1314,3133,3918,-24129,-4818,-32001,31878,-32380,0,0,0
2852.33,0,-540,-1086,2704,7776,-23481,-2853,-32158,31877,-32257,0,0,0
2852.33,0,1249,-674,2244,9482,-22749,-2566,-32321,31838,-32150,0,0,0
2852.36,0,2123,508,2578,7957,-19135,-731,-32484,31778,-32070,0,0,0
2852.36,0,3219,-417,3471,7505,-13959,-591,-32630,31718,-32013,0,0,0
2852.39,0,3450,-582,3719,7864,-5897,-971,-32736,31660,-31986,0,0,0
2852.39,0,2952,-763,4584,8377,1366,3,32753,31598,-31977,0,0,0
2852.42,0,1973,-471,5290,8908,5599,861,32762,31532,-31989,0,0,0
2852.42,0,1437,-33,6011,8889,7497,907,-32734,31460,-32012,0,0,0
2852.45,0,1722,509,5268,8114,8621,863,-32675,31389,-32040,0,0,0
2852.45,0,1977,1310,4587,6522,9937,908,-32612,31323,-32078,0,0,0
2852.48,0,1786,1526,4090,4153,10959,1153,-32540,31273,-32120,0,0,0
2852.48,0,1072,1471,4145,2241,11332,1099,-32464,31238,-32164,0,0,0
2852.51,0,464,1142,4335,519,10841,11,-32387,31221,-32212,0,0,0
2852.51,0,-242,1123,4598,-636,9277,-1062,-32314,31217,-32255,0,0,0
2852.54,0,-385,950,4860,-1889,6292,-1599,-32252,31227,-32293,0,0,0
2852.54,0,-241,795,4669,-2270,3081,-1545,-32206,31246,-32315,0,0,0
2852.57,0,72,636,4132,-2397,1314,-1326,-32182,31267,-32325,0,0,0
2852.57,0,87,738,3846,-2090,1371,-1200,-32169,31288,-32326,0,0,0
2852.6,0,-288,725,4192,-2071,2063,-1228,-32157,31310,-32328,0,0,0
2852.6,0,-600,296,4395,-1060,2395,-641,-32140,31330,-32335,0,0,0
2852.63,0,-358,264,4283,-433,2784,-243,-32125,31338,-32346,0,0,0
2852.63,0,-288,9,4395,-324,3480,-682,-32107,31346,-32358,0,0,0
2852.66,0,-308,210,4308,-566,4267,-1262,-32082,31350,-32374,0,0,0
2852.66,0,-488,362,4759,-750,5095,-1118,-32057,31360,-32395,0,0,0
2852.69,0,-166,237,4084,69,7896,-1129,-32020,31370,-32424,0,0,0
2852.69,0,-109,884,3689,626,11513,-977,-31973,31378,-32468,0,0,0
2852.72,0,75,3577,5800,-1662,12863,1803,-31911,31379,-32533,0,0,0
2852.72,0,-956,-64,5455,-4612,10559,723,-31850,31380,-32602,0,0,0
2852.75,0,-1492,286,3985,-5774,10277,594,-31800,31398,-32664,0,0,0
2852.75,0,-1608,-763,4745,-7051,9205,-431,-31757,31423,-32717,0,0,0
2852.78,0,-1639,-799,4502,-10072,10196,-3408,-31718,31460,-32767,0,0,0
2852.78,0,-1804,-1890,3774,-10385,10497,-6914,-31671,31525,32711,0,0,0
2852.81,0,-2091,-955,3454,-7778,8182,-8953,-31625,31616,32651,0,0,0
2852.81,0,-3525,1238,4763,-7172,9552,-6129,-31590,31714,32591,0,0,0
2852.84,0,-3882,565,3976,-6874,11216,-46,-31558,31786,32522,0,0,0
2852.84,0,-2751,-844,3462,-5656,10112,1877,-31525,31810,32440,0,0,0
2852.87,0,-2588,-1709,3440,-3774,8124,1892,-31501,31811,32363,0,0,0
2852.87,0,-2854,-2250,3025,-3352,6372,1971,-31485,31805,32299,0,0,0
2852.9,0,-2639,-1940,3042,-3137,6658,1629,-31474,31798,32250,0,0,0
2852.9,0,-2386,-1812,2708,-3535,8755,1413,-31463,31791,32195,0,0,0
2852.93,0,-2456,-578,2675,-3193,11135,3050,-31452,31783,32129,0,0,0
2852.94,0,-2263,-68,2004,-3447,13783,6067,-31443,31762,32041,0,0,0
2852.96,0,-1919,-497,1256,-6969,23876,7619,-31440,31717,31930,0,0,0
2852.97,0,-1739,-1246,196,-9400,30350,10681,-31453,31658,31753,0,0,0
2852.99,0,-2512,-425,464,-10658,32764,11904,-31502,31570,31530,0,0,0
2853,0,-2047,-1377,2221,-6725,32764,8740,-31601,31463,31290,0,0,0
2853.02,0,-1654,-2161,1284,-3235,29359,6752,-31735,31388,31070,0,0,0
2853.03,0,-1271,-1510,1621,-614,26539,6578,-31883,31334,30893,0,0,0
2853.05,0,-1012,-1196,668,274,24605,4505,-32037,31304,30745,0,0,0
2853.06,0,586,-672,-1540,266,25993,5337,-32199,31290,30622,0,0,0
2853.08,0,1987,537,-2304,1362,31646,7164,-32383,31276,30512,0,0,0
2853.09,0,2472,436,-2748,817,32764,6642,-32624,31272,30408,0,0,0
2853.11,0,1325,692,-3189,-12,32764,7664,32628,31276,30338,0,0,0
2853.12,0,1379,1088,-3262,-3149,32764,6796,32329,31276,30316,0,0,0
2853.14,0,349,2034,-3706,-5898,31212,5125,32037,31261,30353,0,0,0
2853.15,0,-1354,2942,-5397,-2082,23648,2059,31788,31237,30431,0,0,0
2853.17,0,-3003,2131,-7641,-111,17332,-1590,31614,31228,30509,0,0,0
2853.18,0,-4139,1221,-8617,-680,14147,-1797,31498,31222,30577,0,0,0
2853.2,0,-1088,1989,-6607,-3235,12890,2181,31412,31210,30642,0,0,0
2853.21,0,872,477,-4045,-3552,11600,4767,31325,31200,30710,0,0,0
2853.23,0,1076,257,-3452,-1339,9627,2747,31243,31203,30776,0,0,0
2853.24,0,2208,1054,-3569,659,8657,1025,31180,31211,30836,0,0,0
2853.26,0,2072,1406,-4253,500,7171,-144,31130,31221,30882,0,0,0
2853.27,0,1525,1635,-4867,191,5205,-1027,31094,31227,30923,0,0,0
2853.29,0,876,1775,-5466,-447,2483,-1868,31071,31222,30953,0,0,0
2853.3,0,1170,1898,-5944,-1073,299,-1945,31066,31209,30973,0,0,0
2853.32,0,1621,1584,-5277,-1807,-277,-1054,31069,31192,30979,0,0,0
2853.33,0,1768,1374,-4784,-2603,-637,83,31072,31177,30985,0,0,0
2853.35,0,1584,755,-4498,-2791,-1101,392,31074,31166,30988,0,0,0
2853.36,0,1275,448,-4452,-1393,-1081,-655,31077,31156,30991,0,0,0
2853.38,0,1196,617,-4497,-327,-1021,-1135,31086,31146,30992,0,0,0
2853.39,0,982,754,-4420,1,-1448,-832,31090,31139,30985,0,0,0
2853.41,0,1430,661,-4019,98,-1710,-440,31102,31132,30979,0,0,0
2853.42,0,1339,515,-3931,297,-1271,-371,31111,31130,30968,0,0,0
2853.44,0,1312,437,-3849,340,-1215,-87,31118,31131,30959,0,0,0
2853.45,0,1116,476,-3957,459,-1102,95,31124,31130,30951,0,0,0
2853.47,0,1000,664,-3978,558,-1418,232,31129,31135,30944,0,0,0
2853.48,0,933,787,-4079,478,-1361,256,31134,31135,30934,0,0,0
2853.5,0,797,855,-4319,441,-1667,-236,31140,31140,30926,0,0,0
2853.51,0,1068,960,-4156,270,-1938,-492,31149,31141,30913,0,0,0
2853.53,0,949,971,-4265,-214,-2430,-292,31162,31139,30903,0,0,0
2853.54,0,989,966,-4361,-596,-2929,54,31174,31137,30892,0,0,0
2853.56,0,701,944,-4638,-632,-3195,-65,31189,31132,30878,0,0,0
2853.59,0,490,958,-4801,-312,-3788,-473,31206,31130,30860,0,0,0
2853.59,0,276,1087,-4775,-67,-4703,-571,31227,31125,30845,0,0,0
2853.62,0,-96,1059,-4807,-72,-6146,-689,31256,31119,30819,0,0,0
2853.62,0,-412,914,-4741,-236,-8234,-1485,31292,31112,30790,0,0,0
2853.65,0,-187,839,-4492,-970,-11129,-3652,31345,31100,30751,0,0,0
2853.65,0,-324,660,-4398,-881,-14259,-5464,31424,31080,30708,0,0,0
2853.68,0,-849,943,-4107,-1024,-17124,-6740,31533,31048,30655,0,0,0
2853.68,0,-1228,1116,-4030,-669,-19885,-7037,31667,31016,30599,0,0,0
2853.71,0,-1838,802,-4168,-291,-22186,-7194,31826,30988,30550,0,0,0
2853.71,0,-2548,1447,-4032,1745,-25294,-6277,32007,30968,30506,0,0,0
2853.74,0,-2050,2319,-3660,3702,-24531,-3530,32207,30969,30474,0,0,0
2853.74,0,-2237,1773,-3218,3788,-23136,-645,32397,30989,30453,0,0,0
2853.77,0,-3095,1155,-3757,2224,-24787,0,32569,31011,30452,0,0,0
2853.77,0,-2230,-434,-3521,-615,-25121,-1522,32744,31021,30482,0,0,0
2853.8,0,-2602,-828,-2836,-1435,-25802,-4560,-32613,31014,30539,0,0,0
2853.8,0,-3057,140,-2524,-724,-26579,-6903,-32427,31010,30626,0,0,0
2853.83,0,-3249,1280,-1909,2032,-26800,-4443,-32241,31023,30734,0,0,0
2853.83,0,-4132,314,-1227,3406,-27619,-1046,-32077,31047,30858,0,0,0
2853.86,0,-4391,271,-833,4266,-29800,-83,-31943,31059,30994,0,0,0
2853.86,0,-3802,496,-631,5156,-32429,-773,-31821,31067,31162,0,0,0
2853.89,0,-3944,316,203,3717,-32753,-2511,-31719,31077,31353,0,0,0
2853.89,0,-3931,1125,625,892,-32764,-3432,-31637,31092,31571,0,0,0
2853.92,0,-2501,-470,-512,-649,-26562,-654,-31593,31102,31803,0,0,0
2853.92,0,-2951,-1285,-326,-2103,-16828,-296,-31590,31104,32000,0,0,0
2853.95,0,-2788,-1593,-255,-1614,-11991,-2486,-31602,31101,32131,0,0,0
2853.95,0,-4007,87,1160,-460,-12446,-3285,-31611,31116,32224,0,0,0
2853.98,0,-660,1582,630,702,-14215,-6417,-31624,31138,32317,0,0,0
2853.98,0,-1810,1104,1528,3872,-19426,-6237,-31639,31177,32419,0,0,0
2854.01,0,-1183,2014,1518,4215,-17249,-2615,-31673,31208,32537,0,0,0
2854.01,0,-633,2301,3316,4069,-15561,-1680,-31723,31209,32644,0,0,0
2854.04,0,-1039,2598,3164,3304,-14484,1218,-31776,31202,32733,0,0,0
2854.04,0,-64,550,3949,3773,-13963,2905,-31839,31177,-32720,0,0,0
2854.07,0,1002,-71,2247,1642,-12411,-1271,-31906,31146,-32647,0,0,0
2854.07,0,1060,950,3574,941,-8203,-2246,-31964,31141,-32582,0,0,0
2854.1,0,1087,472,4576,923,-6072,-2808,-31998,31147,-32540,0,0,0
2854.1,0,855,478,4132,1089,-4409,-2143,-32022,31157,-32509,0,0,0
2854.13,0,-170,335,4694,1545,-2408,-1531,-32037,31164,-32490,0,0,0
2854.13,0,-690,643,4561,1135,-2499,-1275,-32046,31164,-32481,0,0,0
2854.16,0,-264,819,4930,464,-2298,-998,-32057,31164,-32471,0,0,0
2854.16,0,84,645,4986,-899,-1325,-999,-32065,31170,-32461,0,0,0
2854.19,0,184,299,5100,-1532,-535,-412,-32070,31179,-32450,0,0,0
2854.19,0,-298,-32,5368,-1520,720,238,-32070,31190,-32447,0,0,0
2854.22,0,-412,-424,4980,-1880,1717,-169,-32067,31199,-32442,0,0,0
2854.23,0,-1106,-823,5119,-1336,1718,358,-32057,31212,-32448,0,0,0
2854.25,0,-1292,-1302,4798,-487,1191,317,-32048,31220,-32453,0,0,0
2854.26,0,-1259,-914,4637,-141,898,120,-32042,31221,-32457,0,0,0
2854.28,0,-1005,-446,4687,14,981,878,-32036,31220,-32460,0,0,0
2854.29,0,-1146,-562,4297,-144,900,1283,-32032,31217,-32468,0,0,0
2854.31,0,-1327,-182,4258,-187,442,503,-32033,31212,-32473,0,0,0
2854.32,0,-1369,136,4278,-263,-184,280,-32032,31207,-32473,0,0,0
2854.34,0,-676,249,4103,-542,-108,-308,-32031,31210,-32472,0,0,0
2854.35,0,-517,88,3944,-455,207,-819,-32032,31214,-32471,0,0,0
2854.37,0,-917,372,3926,-563,372,-1035,-32027,31221,-32470,0,0,0
2854.38,0,-702,474,3928,-216,-268,-334,-32023,31228,-32472,0,0,0
2854.4,0,-217,524,3889,-208,-55,-122,-32025,31233,-32473,0,0,0
2854.41,0,-218,783,3798,-314,1379,57,-32023,31235,-32470,0,0,0
2854.43,0,-77,827,3943,-10,3967,784,-32015,31234,-32478,0,0,0
2854.44,0,-863,539,4310,-255,4841,361,-31994,31231,-32498,0,0,0
2854.46,0,-1196,588,4584,-419,5525,-450,-31970,31232,-32525,0,0,0
2854.47,0,-778,310,4330,-760,6487,-961,-31939,31236,-32554,0,0,0
2854.49,0,-603,323,4758,-859,8541,-1213,-31905,31249,-32591,0,0,0
2854.5,0,-1113,-48,4779,-960,10349,-1467,-31859,31262,-32640,0,0,0
2854.52,0,-1869,-362,4549,-1057,10952,-2089,-31808,31276,-32704,0,0,0
2854.53,0,-2671,-487,3800,-553,12272,-2264,-31757,31299,32763,0,0,0
2854.55,0,-2434,-593,4529,-276,14144,-3546,-31703,31321,32684,0,0,0
2854.56,0,-1037,-790,3836,415,17817,-4484,-31644,31350,32582,0,0,0
2854.58,0,-1522,-183,5804,-1332,15869,-4752,-31585,31387,32455,0,0,0
2854.59,0,-2203,-399,4809,-1769,15183,-6322,-31537,31433,32338,0,0,0
2854.61,0,-2239,-1165,3245,-2712,13971,-7302,-31500,31490,32226,0,0,0
2854.62,0,-2465,-874,2452,-1888,14670,-7253,-31472,31560,32117,0,0,0
2854.64,0,-2540,-961,2339,-1780,16017,-6830,-31453,31622,32000,0,0,0
2854.65,0,-2068,-1215,1819,-2707,16978,-6696,-31444,31687,31876,0,0,0
2854.67,0,-1769,-1093,1446,-2588,19324,-6107,-31448,31746,31741,0,0,0
2854.68,0,-1648,-922,604,-3506,22115,-5561,-31468,31804,31587,0,0,0
2854.7,0,-3087,-113,219,-4253,23196,-6207,-31507,31852,31415,0,0,0
2854.71,0,-4694,-237,-1016,-5541,21162,-5004,-31570,31895,31241,0,0,0
2854.73,0,-4337,-603,-1155,-5796,18268,-2642,-31645,31921,31085,0,0,0
2854.74,0,-2116,-752,-1575,-5772,18843,216,-31725,31924,30956,0,0,0
2854.76,0,-443,-1028,-1520,-5472,23157,1989,-31814,31903,30832,0,0,0
2854.77,0,156,-1089,-1451,-5315,25668,1704,-31941,31868,30694,0,0,0
2854.79,0,543,-356,-2000,-4855,26492,423,-32098,31834,30557,0,0,0
2854.8,0,-720,93,-2647,-4364,26536,-694,-32278,31809,30439,0,0,0
2854.82,0,-2279,462,-3504,-4704,24408,-1796,-32472,31787,30340,0,0,0
2854.85,0,-3102,242,-3854,-5924,22184,-1215,-32661,31760,30271,0,0,0
2854.85,0,-2162,-37,-3383,-7539,21187,-20,32696,31721,30231,0,0,0
2854.88,0,-1220,-250,-3107,-7879,21199,1047,32523,31666,30217,0,0,0
2854.88,0,-1035,-907,-2614,-7618,20968,659,32346,31603,30218,0,0,0
2854.91,0,-1693,-1172,-3534,-6528,18517,-739,32175,31542,30243,0,0,0
2854.91,0,-1755,-998,-4130,-6040,15521,-1262,32026,31489,30277,0,0,0
2854.94,0,-2127,-1087,-5011,-5403,13198,-1249,31904,31442,30320,0,0,0
2854.94,0,-1391,-1024,-5050,-4640,11497,-1071,31805,31398,30365,0,0,0
2854.97,0,-466,-901,-5134,-4020,10014,-1072,31719,31362,30410,0,0,0
2854.97,0,49,-402,-4875,-2665,8768,-295,31651,31329,30451,0,0,0
2855,0,246,-18,-4904,-1943,7156,626,31587,31309,30490,0,0,0
2855,0,150,351,-5221,-1914,5676,943,31534,31298,30526,0,0,0
2855.03,0,-75,614,-5558,-2131,4216,629,31494,31288,30553,0,0,0
2855.03,0,-345,746,-5502,-2315,3159,259,31461,31280,30582,0,0,0
2855.06,0,-476,756,-5336,-2608,1727,720,31438,31265,30603,0,0,0
2855.06,0,-99,336,-5414,-3464,152,951,31424,31251,30617,0,0,0
2855.09,0,-144,50,-5148,-3507,-966,208,31419,31233,30633,0,0,0
2855.09,0,38,69,-5022,-3070,-1609,-290,31424,31212,30638,0,0,0
2855.12,0,69,215,-4778,-2383,-1906,200,31433,31193,30643,0,0,0
2855.12,0,-171,317,-4439,-1750,-2328,1084,31443,31178,30645,0,0,0
2855.15,0,-466,267,-4338,-1061,-3026,1874,31454,31170,30642,0,0,0
2855.15,0,-796,200,-4206,5,-4158,2198,31466,31172,30633,0,0,0
2855.18,0,-1264,108,-4736,1332,-5679,2500,31484,31179,30617,0,0,0
2855.18,0,-719,-314,-5538,-1106,-7368,532,31513,31196,30590,0,0,0
2855.21,0,-705,-14,-4961,-1682,-8527,-1694,31557,31192,30564,0,0,0
2855.21,0,-759,94,-4974,-1588,-9718,-2773,31619,31175,30544,0,0,0
2855.24,0,-1140,302,-4882,-1040,-10661,-2769,31693,31154,30516,0,0,0
2855.24,0,-2218,497,-4755,-308,-12115,-2605,31779,31138,30490,0,0,0
2855.27,0,-3729,499,-3948,1601,-15075,-1961,31871,31127,30460,0,0,0
2855.27,0,-4371,496,-5979,914,-21219,-1005,31991,31131,30422,0,0,0
2855.3,0,-2962,764,-5624,-1126,-24440,230,32147,31132,30392,0,0,0
2855.3,0,-1700,672,-5554,-2308,-24271,560,32329,31119,30383,0,0,0
2855.33,0,-1499,480,-3944,-3335,-23296,-265,32508,31095,30401,0,0,0
2855.33,0,-2080,1041,-2737,-2768,-23379,-572,32681,31066,30443,0,0,0
2855.36,0,-2943,1756,-1961,-1184,-24205,351,-32685,31037,30498,0,0,0
2855.36,0,-3411,1519,-2146,1216,-24543,87,-32523,31021,30569,0,0,0
2855.39,0,-3394,839,-3401,3513,-24761,10,-32369,31020,30647,0,0,0
2855.39,0,-3552,-738,-5366,-1827,-22541,-1931,-32221,31029,30737,0,0,0
2855.42,0,-1923,62,-3065,-5332,-14605,-5171,-32094,31026,30850,0,0,0
2855.42,0,-3218,353,-1756,-4752,-12334,-6984,-31998,31020,30950,0,0,0
2855.45,0,-3261,68,-706,-3484,-12650,-6426,-31917,31033,31041,0,0,0
2855.45,0,-2858,1353,-1372,-1834,-8818,-5294,-31842,31053,31130,0,0,0
2855.48,0,-3377,1787,-115,-1345,-5412,-2083,-31793,31073,31194,0,0,0
2855.49,0,-4347,268,471,49,-8456,-313,-31767,31078,31240,0,0,0
2855.51,0,-4794,-572,1003,1018,-17456,691,-31738,31077,31300,0,0,0
2855.52,0,-3474,808,95,-675,-23426,-1471,-31697,31072,31413,0,0,0
2855.54,0,-3106,1008,373,-1064,-25173,-6039,-31642,31075,31575,0,0,0
2855.55,0,-5134,245,-429,496,-22237,-7991,-31596,31107,31762,0,0,0
2855.57,0,-5372,-83,699,3445,-23692,-8015,-31565,31160,31922,0,0,0
2855.58,0,-3484,1368,580,7777,-26926,-7319,-31553,31209,32089,0,0,0
2855.6,0,-3034,1235,-101,7699,-26357,-4268,-31570,31247,32266,0,0,0
2855.61,0,-2388,122,1175,6726,-26670,-935,-31617,31259,32441,0,0,0
2855.63,0,-358,-438,613,6881,-28315,-1811,-31694,31243,32612,0,0,0
2855.64,0,2518,-2184,-71,686,-27776,-6503,-31798,31227,-32753,0,0,0
2855.66,0,1991,1034,1002,-3075,-20352,-9816,-31908,31261,-32590,0,0,0
2855.69,0,1717,1961,3162,-4433,-14446,-7184,-31992,31329,-32470,0,0,0
2855.69,0,2772,290,3215,-4174,-11110,-4515,-32059,31391,-32382,0,0,0
2855.7,0,2006,-867,3748,-2052,-7556,-2604,-32119,31440,-32322,0,0,0
2855.72,0,462,-1688,4342,-1386,-7823,-1448,-32162,31470,-32284,0,0,0
2855.73,0,520,-1726,5246,574,-7584,-594,-32207,31486,-32248,0,0,0
2855.75,0,1601,-1156,4851,1820,-6097,645,-32256,31485,-32212,0,0,0
2855.76,0,1687,-956,4484,3104,-3007,1104,-32297,31473,-32190,0,0,0
2855.78,0,837,-414,4837,3328,-214,15,-32319,31449,-32183,0,0,0
2855.79,0,172,24,5932,2094,766,-90,-32322,31427,-32185,0,0,0
2855.81,0,750,-243,5481,712,1011,-609,-32316,31413,-32190,0,0,0
2855.82,0,628,-578,4893,-134,2719,-775,-32307,31411,-32198,0,0,0
2855.84,0,24,-525,4722,-282,3585,-529,-32289,31416,-32207,0,0,0
2855.85,0,-1031,-857,5137,-170,3540,454,-32263,31420,-32222,0,0,0
2855.87,0,-296,-845,4709,559,2175,1199,-32241,31419,-32234,0,0,0
2855.88,0,342,-936,4141,636,2505,852,-32226,31411,-32247,0,0,0
2855.9,0,-2282,-3057,5352,-4467,3879,-5830,-32208,31409,-32259,0,0,0
2855.91,0,-846,-411,4579,-2703,-904,-5703,-32182,31449,-32267,0,0,0
2855.93,0,-92,-100,3821,-3949,1075,-6924,-32178,31492,-32261,0,0,0
2855.94,0,-83,424,4036,-4679,3090,-6193,-32164,31554,-32264,0,0,0
2855.96,0,341,406,3816,-5041,3717,-5344,-32138,31617,-32273,0,0,0
2855.97,0,481,390,3251,-5499,4881,-4213,-32108,31681,-32288,0,0,0
2855.99,0,-84,-706,3771,-3898,5059,-2893,-32076,31738,-32314,0,0,0
2856,0,-2526,-1712,3205,-3459,3357,170,-32043,31782,-32337,0,0,0
2856.02,0,-1065,-2150,4478,-1641,475,-1049,-32024,31805,-32356,0,0,0
2856.03,0,-896,-1654,4223,-1824,-1970,-1724,-32020,31822,-32357,0,0,0
2856.05,0,-283,-570,4012,-2892,-1476,-1766,-32030,31846,-32353,0,0,0
2856.06,0,-792,-432,4352,-3338,-1805,-529,-32041,31870,-32342,0,0,0
2856.08,0,140,-1721,4542,-1135,-1165,-226,-32051,31896,-32333,0,0,0
2856.09,0,-3,-1498,3971,-102,-283,-219,-32060,31906,-32329,0,0,0
2856.11,0,344,-1427,4104,1487,764,-514,-32062,31909,-32327,0,0,0
2856.14,0,-245,-884,3626,1786,1840,-804,-32057,31902,-32331,0,0,0
2856.14,0,-526,-1146,3710,1256,1287,-1566,-32047,31897,-32335,0,0,0
2856.17,0,-501,-1541,3836,809,1565,-1302,-32038,31896,-32342,0,0,0
2856.17,0,-763,-1739,3948,1224,1522,-554,-32029,31897,-32348,0,0,0
2856.2,0,-672,-1303,3628,1786,1669,-837,-32020,31893,-32358,0,0,0
2856.2,0,-859,-1186,3849,2083,1746,-1310,-32010,31887,-32368,0,0,0
2856.23,0,-555,-1684,4725,2435,2979,-1533,-31999,31881,-32375,0,0,0
2856.23,0,-435,284,2320,1511,1920,-2471,-31980,31867,-32392,0,0,0
2856.26,0,-685,-1571,4042,1223,-425,-1600,-31968,31865,-32404,0,0,0
2856.26,0,-1586,-1650,4186,-129,-1324,-1956,-31970,31871,-32403,0,0,0
2856.29,0,-909,-948,3337,1444,-987,-2262,-31980,31885,-32394,0,0,0
2856.29,0,-1419,-797,3967,1455,-213,-2596,-31985,31890,-32389,0,0,0
2856.32,0,-1181,-592,3899,885,-411,-2655,-31987,31900,-32387,0,0,0
2856.32,0,-1402,-965,4275,696,462,-2401,-31990,31907,-32387,0,0,0
2856.35,0,-1110,-758,3499,1472,-538,-2055,-31991,31915,-32383,0,0,0
2856.35,0,-209,-855,2783,2129,-1090,-1570,-31995,31922,-32381,0,0,0
2856.38,0,-1553,-644,4350,2509,-740,-1438,-32000,31918,-32375,0,0,0
2856.38,0,-1467,-390,3743,2505,-1039,-1213,-32004,31912,-32374,0,0,0
2856.41,0,2674,-388,4618,-1326,-1191,3135,-32011,31902,-32363,0,0,0
2856.41,0,-346,423,3344,-3854,1530,5689,-32013,31891,-32359,0,0,0
2856.44,0,378,-1290,3694,-2063,2252,1615,-32005,31882,-32372,0,0,0
2856.44,0,-861,-1922,4238,-822,2484,-107,-31989,31885,-32382,0,0,0
2856.47,0,1109,-930,4636,-2248,2602,914,-31975,31892,-32396,0,0,0
2856.47,0,73,-1701,4138,-1014,3442,1105,-31958,31900,-32412,0,0,0
2856.5,0,-250,-850,4868,74,3528,1617,-31938,31900,-32432,0,0,0
2856.5,0,-789,-1200,4933,1240,2868,1688,-31919,31891,-32451,0,0,0
2856.53,0,-1072,-473,4698,1070,1856,1349,-31902,31875,-32471,0,0,0
2856.53,0,-1257,-549,4434,-33,170,966,-31890,31861,-32479,0,0,0
2856.56,0,-1209,-568,4038,-382,-1063,655,-31888,31856,-32481,0,0,0
2856.56,0,-1267,-788,4147,-745,-1916,156,-31895,31853,-32476,0,0,0
2856.59,0,-1017,-833,3964,-1420,-2461,-243,-31905,31856,-32465,0,0,0
2856.59,0,-826,-978,3793,-2054,-2874,-85,-31920,31864,-32450,0,0,0
2856.62,0,-735,-1043,4045,-1957,-2051,-335,-31934,31879,-32436,0,0,0
2856.62,0,-558,-1163,4265,-1337,-809,-505,-31947,31891,-32426,0,0,0
2856.65,0,-542,-1344,4080,-538,-422,-225,-31952,31903,-32420,0,0,0
2856.65,0,-494,-1329,4121,491,-8,92,-31953,31906,-32416,0,0,0
2856.68,0,-605,-1176,4267,945,-327,421,-31954,31905,-32415,0,0,0
2856.68,0,-441,-1234,4168,1052,-909,784,-31956,31898,-32415,0,0,0
2856.71,0,-394,-1209,4213,1066,-1688,1055,-31959,31884,-32408,0,0,0
2856.71,0,-432,-1162,4101,1193,-1898,1192,-31968,31872,-32398,0,0,0
2856.74,0,-349,-1050,4212,1190,-1788,1196,-31979,31857,-32387,0,0,0
2856.75,0,-363,-1241,4086,1927,-1655,1175,-31988,31842,-32376,0,0,0
2856.77,0,-386,-940,4070,2010,-1053,1065,-31996,31824,-32368,0,0,0
2856.78,0,-295,-966,4063,2362,-396,903,-32001,31805,-32361,0,0,0
2856.8,0,-306,-904,4146,2905,-405,925,-32005,31786,-32359,0,0,0
2856.81,0,-138,-1010,3966,3545,-564,929,-32007,31761,-32357,0,0,0
2856.83,0,-130,-996,3674,4043,142,815,-32010,31733,-32353,0,0,0
2856.84,0,-360,-922,3673,3586,1090,492,-32009,31705,-32358,0,0,0
2856.86,0,-1324,-598,4168,3151,1798,-107,-32003,31679,-32366,0,0,0
2856.87,0,-1374,-315,4208,1243,3969,-1057,-31988,31664,-32382,0,0,0
