Program Time [s],Connection ID,Time High,Time Low,Low-g Accelerometer X,Low-g Accelerometer Y,Low-g Accelerometer Z,Roll,Pitch,Yaw,Magnetometer X,Magnetometer Y,Magnetometer Z,High-g Accelerometer X,High-g Accelerometer Y,High-g Accelerometer Z
3655.69,0,57,20286,239,-542,-3997,73,-37,15,32161,28686,32763,-4,-2,0
3655.72,0,57,20302,238,-545,-3995,59,-39,8,32163,28685,32760,-2,-5,0
3655.72,0,57,20317,246,-538,-4002,61,-35,-4,32161,28687,32764,-5,-4,0
3655.75,0,57,20332,249,-538,-3990,36,-42,11,32163,28686,32761,-5,-5,0
3655.75,0,57,20347,238,-545,-3986,34,-54,-2,32161,28688,32761,-2,-7,0
3655.78,0,57,20363,244,-546,-4005,41,-37,-3,32160,28686,32757,-4,-5,0
3655.78,0,57,20378,244,-544,-4002,45,-25,7,32163,28686,32761,-6,-3,0
3655.81,0,57,20393,245,-545,-3983,39,-30,-3,32161,28687,32761,-3,-8,0
3655.81,0,57,20408,239,-541,-3995,9,-50,3,32161,28691,32764,-2,-2,0
3655.84,0,57,20423,241,-542,-4007,39,-36,7,32162,28685,32758,-1,-5,0
3655.84,0,57,20439,242,-545,-3990,32,-34,4,32161,28688,32763,-1,-6,0
3655.87,0,57,20453,246,-542,-3999,31,-43,11,32161,28686,32761,-5,-5,0
3655.87,0,57,20469,242,-542,-3996,46,-38,-2,32160,28690,32761,-3,-4,0
3655.9,0,57,20484,244,-542,-3980,34,-42,-2,32163,28687,32762,-4,-5,0
3655.9,0,57,20499,245,-538,-4000,26,-52,-9,32162,28688,32761,-2,-6,0
3655.93,0,57,20514,238,-546,-4005,38,-34,-2,32161,28687,32761,-2,-3,0
3655.94,0,57,20530,246,-542,-3997,34,-15,4,32162,28684,32763,-2,-5,0
3655.96,0,57,20545,244,-545,-4000,28,-33,-10,32162,28686,32762,-5,-5,0
3655.96,0,57,20560,240,-541,-3978,24,-35,9,32162,28689,32761,-1,-5,0
3655.99,0,57,20575,242,-542,-4001,43,-38,11,32163,28687,32763,-5,-5,0
3656,0,57,20590,242,-548,-4001,18,-43,12,32162,28687,32761,-3,-1,0
3656.02,0,57,20606,241,-541,-3990,25,-33,0,32161,28685,32763,-1,-2,0
3656.03,0,57,20620,244,-542,-4000,55,-64,0,32161,28690,32764,-5,-5,0
3656.05,0,57,20636,245,-544,-4009,34,-44,11,32161,28688,32763,-3,-7,0
3656.06,0,57,20651,248,-542,-3986,37,-31,-3,32163,28686,32764,-1,-2,0
3656.08,0,57,20666,240,-542,-3992,31,-48,15,32162,28685,32762,-3,-9,0
3656.11,0,57,20682,240,-540,-3999,33,-36,17,32161,28687,32762,-4,-7,0
3656.11,0,57,20697,247,-540,-3990,37,-61,1,32161,28684,32761,-1,-7,0
3656.12,0,57,20712,235,-544,-4005,40,-34,5,32161,28685,32762,1,0,0
3656.14,0,57,20727,246,-549,-3992,27,-31,5,32161,28688,32762,-5,-1,0
3656.15,0,57,20742,243,-537,-3992,38,-56,5,32163,28688,32764,-3,-6,0
3656.17,0,57,20757,244,-541,-4000,34,-32,-4,32161,28687,32763,-5,-6,0
3656.18,0,57,20773,239,-545,-3987,33,-57,0,32161,28686,32761,-3,-7,0
3656.2,0,57,20787,247,-547,-4012,48,-41,12,32160,28688,32763,-5,-3,0
3656.21,0,57,20803,243,-538,-3987,43,-21,7,32162,28687,32761,-7,-1,0
3656.23,0,57,20818,252,-541,-3988,37,-58,11,32161,28690,32764,-5,-6,0
3656.24,0,57,20833,240,-545,-4005,32,-47,29,32161,28687,32761,-1,-6,0
3656.26,0,57,20849,240,-547,-3988,61,-11,19,32162,28687,32762,-1,-3,0
3656.27,0,57,20864,248,-546,-4002,35,-32,-3,32160,28686,32761,-2,-7,0
3656.29,0,57,20879,242,-536,-4003,25,-32,6,32161,28685,32760,-3,-3,0
3656.3,0,57,20894,242,-541,-3992,45,-45,1,32163,28686,32760,-5,-1,0
3656.32,0,57,20909,243,-547,-3999,60,-40,3,32161,28689,32765,-4,-2,0
3656.33,0,57,20924,238,-537,-3996,18,-22,12,32163,28688,32759,-3,-6,0
3656.35,0,57,20940,244,-537,-3994,32,-28,7,32161,28686,32761,-3,-2,0
3656.36,0,57,20954,236,-549,-3993,55,-46,-3,32161,28687,32763,-7,-5,0
3656.38,0,57,20970,244,-541,-3981,28,-30,11,32163,28687,32761,-5,15,0
3656.39,0,57,20985,245,-537,-4002,30,-32,19,32161,28689,32764,-2,-5,0
3656.41,0,57,21000,238,-542,-3994,38,-30,12,32162,28687,32763,-4,-4,0
3656.42,0,57,21016,246,-540,-3998,35,-47,2,32162,28691,32765,-4,-4,0
3656.44,0,57,21031,237,-545,-4009,46,-32,9,32162,28688,32761,-6,-13,0
3656.45,0,57,21046,246,-544,-3979,13,-14,-7,32163,28686,32760,-3,-1,0
3656.47,0,57,21061,249,-544,-4002,33,-56,5,32162,28688,32762,-2,-5,0
3656.48,0,57,21076,243,-539,-3997,23,-14,-6,32163,28689,32761,-5,-4,0
3656.5,0,57,21091,249,-546,-3983,29,-41,5,32163,28685,32763,-4,-1,0
3656.51,0,57,21107,242,-539,-4002,-3,-40,-8,32160,28691,32766,-1,-6,0
3656.53,0,57,21121,241,-540,-3991,30,-44,-18,32161,28687,32761,-3,-9,0
3656.54,0,57,21137,245,-547,-4000,57,-48,7,32162,28686,32765,-2,-5,0
3656.56,0,57,21152,237,-545,-4000,24,-38,1,32160,28688,32761,-3,-4,0
3656.59,0,57,21167,246,-540,-3990,26,-32,-2,32162,28687,32763,-2,-8,0
3656.59,0,57,21183,244,-546,-4008,38,-49,7,32163,28687,32760,-6,-5,0
3656.62,0,57,21198,242,-535,-3984,33,-23,7,32163,28687,32763,-5,-5,0
3656.62,0,57,21213,245,-536,-4002,57,-45,4,32162,28690,32764,-4,-3,0
3656.65,0,57,21228,244,-544,-3986,52,-45,-12,32162,28685,32762,-3,-2,0
3656.65,0,57,21243,243,-545,-4000,16,-44,-18,32161,28688,32761,-2,-3,0
3656.68,0,57,21258,245,-541,-3997,56,-34,-14,32161,28687,32763,-1,-2,0
3656.68,0,57,21274,244,-542,-3991,38,-30,-7,32161,28686,32764,-1,1,0
3656.71,0,57,21288,248,-540,-4004,37,-62,-7,32161,28688,32764,-6,0,0
3656.71,0,57,21304,232,-545,-3992,38,-34,14,32161,28688,32763,-5,-7,0
3656.74,0,57,21319,243,-544,-4002,49,-27,3,32160,28689,32763,-1,0,0
3656.74,0,57,21334,246,-546,-3989,45,-58,2,32161,28687,32762,-1,-4,0
3656.77,0,57,21350,237,-540,-3994,32,-22,-13,32163,28684,32761,-3,-7,0
3656.77,0,57,21364,240,-547,-3995,30,-46,16,32161,28687,32759,-2,-5,0
3656.8,0,57,21380,247,-539,-3987,42,-45,-4,32161,28686,32759,-2,-8,0
3656.8,0,57,21395,247,-534,-4014,32,-41,4,32163,28687,32762,-5,-4,0
3656.83,0,57,21410,236,-553,-3978,57,-23,8,32161,28688,32763,-4,-3,0
3656.83,0,57,21425,244,-528,-3990,9,-61,20,32161,28684,32760,-3,-4,0
3656.86,0,57,21441,245,-540,-4023,24,-26,-2,32159,28687,32761,-1,-5,0
3656.86,0,57,21455,247,-547,-3970,86,-30,-9,32160,28689,32763,-1,-5,0
3656.89,0,57,21471,241,-546,-4014,23,-55,22,32162,28687,32760,-5,-5,0
3656.9,0,57,21487,242,-536,-3999,17,-36,-8,32161,28689,32762,-4,-5,0
3656.92,0,57,21501,246,-546,-3983,54,-27,19,32162,28686,32761,-6,-1,0
3656.92,0,57,21517,246,-548,-4014,24,-56,-15,32161,28688,32762,-4,-3,0
3656.95,0,57,21531,238,-538,-3975,61,-31,13,32162,28686,32760,-2,-5,0
3656.95,0,57,21547,250,-541,-4008,31,-46,-3,32163,28686,32763,-6,-4,0
3656.98,0,57,21562,247,-535,-4005,22,-45,5,32162,28686,32758,-3,-4,0
3656.98,0,57,21577,242,-541,-3987,57,-47,11,32163,28687,32763,-1,-5,0
3657.01,0,57,21592,242,-550,-4008,58,-17,-9,32161,28687,32761,-5,-2,0
3657.01,0,57,21608,245,-535,-3989,20,-32,5,32161,28690,32763,-2,-1,0
3657.04,0,57,21622,244,-530,-3992,28,-30,0,32164,28684,32759,-4,-6,0
3657.04,0,57,21638,243,-540,-3991,87,-27,-3,32161,28687,32763,-3,3,0
3657.07,0,57,21654,249,-553,-4017,32,-35,9,32164,28687,32762,-7,-5,0
3657.07,0,57,21668,246,-542,-3984,30,-34,3,32162,28688,32761,-4,-2,0
3657.1,0,57,21684,246,-541,-3992,28,-44,5,32162,28685,32761,-1,-5,0
3657.1,0,57,21698,239,-550,-3998,55,-61,-14,32161,28685,32762,-1,1,0
3657.13,0,57,21714,240,-546,-3997,27,-34,6,32162,28690,32762,-3,-2,0
3657.13,0,57,21729,245,-548,-3999,23,-18,-3,32162,28684,32764,-4,-2,0
3657.16,0,57,21744,255,-546,-3975,11,-55,17,32164,28687,32763,-5,-2,0
3657.16,0,57,21759,241,-544,-4002,20,-60,-2,32160,28688,32761,-3,-1,0
3657.19,0,57,21775,247,-542,-3999,55,-26,-8,32163,28687,32763,1,-2,0
3657.19,0,57,21789,239,-545,-3993,26,-31,3,32162,28687,32761,-1,-2,0
3657.22,0,57,21805,242,-538,-4002,52,-49,3,32162,28690,32762,-5,-5,0
3657.22,0,57,21821,243,-538,-3987,24,-32,11,32161,28690,32762,-6,-2,0
3657.25,0,57,21835,249,-546,-4006,42,-40,3,32161,28686,32763,-5,-4,0
3657.26,0,57,21851,243,-546,-4002,55,-42,13,32164,28687,32761,-1,-1,0
3657.28,0,57,21865,248,-545,-3989,40,-29,5,32163,28686,32759,-4,-4,0
3657.29,0,57,21881,250,-544,-4001,47,-27,-13,32164,28688,32761,-4,-5,0
3657.31,0,57,21896,252,-541,-3988,49,-46,5,32163,28687,32760,-7,-3,0
3657.32,0,57,21911,248,-548,-4001,47,-45,4,32163,28690,32764,-3,-3,0
3657.34,0,57,21926,242,-541,-3995,60,-47,-1,32163,28687,32759,-2,-3,0
3657.35,0,57,21942,243,-542,-4000,34,-54,-2,32163,28687,32758,-4,-6,0
3657.37,0,57,21956,237,-542,-3996,43,-40,4,32163,28687,32761,-1,-5,0
3657.38,0,57,21972,247,-541,-3982,47,-38,5,32163,28689,32764,-1,-5,0
3657.4,0,57,21988,250,-548,-4009,34,-32,15,32161,28686,32761,-2,-1,0
3657.41,0,57,22002,246,-540,-3978,30,-42,2,32164,28690,32763,-5,-3,0
3657.43,0,57,22018,249,-544,-3996,36,-34,7,32162,28688,32762,-3,-2,0
3657.44,0,57,22032,246,-547,-4014,38,-35,-5,32162,28688,32761,-5,-6,0
3657.46,0,57,22048,244,-547,-3989,40,-30,9,32162,28687,32761,-2,2,0
3657.47,0,57,22063,248,-546,-3997,24,-40,-1,32162,28688,32761,-5,-3,0
3657.49,0,57,22078,241,-541,-3992,50,-39,5,32163,28685,32759,-2,-3,0
3657.5,0,57,22093,244,-537,-3997,24,-26,5,32162,28686,32759,-2,-5,0
3657.52,0,57,22109,237,-549,-4014,16,-28,1,32162,28689,32763,-3,-4,0
3657.53,0,57,22123,242,-543,-3985,56,-32,2,32162,28687,32763,-2,-3,0
3657.55,0,57,22139,244,-545,-3999,46,-54,-4,32161,28687,32761,-1,-7,0
3657.56,0,57,22155,241,-541,-3982,31,-54,-2,32161,28688,32761,-2,-3,0
3657.58,0,57,22169,245,-546,-4002,62,-57,4,32162,28689,32761,-1,-2,0
3657.59,0,57,22185,246,-546,-4002,34,-49,9,32163,28686,32760,-1,-3,0
3657.61,0,57,22199,242,-546,-3984,36,-37,13,32162,28687,32761,-4,-5,0
3657.62,0,57,22215,245,-541,-3998,55,-46,-2,32163,28689,32762,-2,-1,0
3657.64,0,57,22230,238,-546,-3994,35,-42,8,32163,28686,32761,-5,-2,0
3657.65,0,57,22245,249,-545,-3995,18,-40,12,32163,28687,32764,-1,2,0
3657.67,0,57,22260,240,-542,-3994,45,-42,4,32162,28684,32758,-3,2,0
3657.68,0,57,22276,246,-546,-4000,32,-34,-1,32163,28688,32762,-4,-6,0
3657.7,0,57,22290,239,-540,-3996,43,-37,3,32162,28689,32763,-3,-6,0
3657.71,0,57,22306,240,-547,-4001,32,-44,10,32162,28688,32761,1,2,0
3657.73,0,57,22322,238,-544,-3991,42,-36,6,32164,28687,32762,-2,-6,0
3657.74,0,57,22336,248,-542,-4006,14,-43,-7,32163,28688,32761,-3,-4,0
3657.76,0,57,22352,241,-546,-3999,29,-11,-1,32163,28688,32761,-1,-5,0
3657.77,0,57,22366,249,-538,-3985,47,-67,-1,32163,28687,32763,-4,-8,0
3657.79,0,57,22382,245,-542,-3996,25,-56,16,32163,28686,32760,-4,-1,0
3657.8,0,57,22397,242,-542,-3995,45,-42,9,32163,28685,32759,-5,-3,0
3657.82,0,57,22412,246,-548,-3997,43,-34,4,32163,28686,32760,-5,-2,0
3657.83,0,57,22428,242,-546,-3993,24,-50,-5,32163,28687,32763,-5,-1,0
3657.85,0,57,22443,240,-546,-3996,44,-59,16,32162,28687,32761,-2,-4,0
3657.88,0,57,22458,238,-543,-3990,56,-40,4,32164,28688,32761,-2,-2,0
3657.88,0,57,22473,248,-549,-4009,22,-33,1,32163,28688,32761,-1,-5,0
3657.91,0,57,22489,241,-544,-3996,28,-42,7,32162,28687,32761,-1,-2,0
3657.91,0,57,22503,249,-539,-3987,45,-46,13,32163,28686,32763,-3,-9,0
3657.94,0,57,22519,244,-554,-4006,33,-40,4,32163,28689,32760,-3,-4,0
3657.94,0,57,22533,250,-546,-3984,32,-43,10,32162,28688,32763,-5,-9,0
3657.97,0,57,22549,247,-542,-4001,36,-26,11,32164,28687,32762,-4,-4,0
3657.97,0,57,22564,242,-544,-3997,48,-48,12,32164,28686,32761,-2,-5,0
3658,0,57,22579,243,-535,-3996,54,-43,9,32162,28685,32761,-1,-2,0
3658.01,0,57,22594,246,-545,-4017,32,-34,6,32164,28687,32761,-4,-3,0
3658.03,0,57,22610,238,-543,-3974,47,-51,1,32161,28689,32761,-4,-10,0
3658.03,0,57,22625,248,-539,-3987,31,-45,8,32163,28687,32761,-5,-2,0
3658.06,0,57,22640,248,-538,-4010,15,-41,-5,32162,28687,32760,-4,-7,0
3658.06,0,57,22656,244,-544,-3988,50,-50,5,32162,28687,32760,-5,-3,0
3658.09,0,57,22670,246,-549,-3995,49,-36,12,32161,28687,32761,-3,-1,0
3658.09,0,57,22686,237,-545,-4007,13,-55,10,32160,28688,32761,-2,-3,0
3658.13,0,57,22700,247,-541,-3970,46,-45,5,32163,28688,32759,-2,-3,0
3658.13,0,57,22716,241,-549,-3997,26,-42,2,32162,28690,32763,-3,-6,0
3658.15,0,57,22731,244,-545,-3998,33,-53,16,32163,28685,32761,-5,-2,0
3658.15,0,57,22746,243,-542,-4002,17,-42,2,32161,28687,32764,-5,-5,0
3658.18,0,57,22761,238,-546,-4002,50,-40,1,32162,28687,32763,-1,-4,0
3658.18,0,57,22777,246,-546,-3982,60,-36,1,32162,28689,32764,-5,-2,0
3658.21,0,57,22792,242,-541,-4000,45,-48,9,32162,28688,32762,-3,-5,0
3658.21,0,57,22807,241,-545,-3982,67,-24,8,32162,28690,32763,-6,-5,0
3658.24,0,57,22823,248,-547,-4010,15,-46,-1,32162,28686,32760,-2,-3,0
3658.24,0,57,22837,242,-542,-4007,19,-18,-11,32162,28688,32763,-3,-6,0
3658.27,0,57,22853,244,-544,-3977,44,-43,4,32162,28688,32759,-3,-4,0
3658.27,0,57,22867,245,-543,-3997,44,-77,8,32164,28688,32760,-2,-6,0
3658.3,0,57,22883,244,-539,-3985,32,-36,-2,32162,28687,32760,-2,-6,0
3658.3,0,57,22898,244,-541,-4004,52,-36,-9,32162,28688,32762,-1,-7,0
3658.33,0,57,22913,245,-544,-4004,32,-35,10,32161,28688,32759,-4,-1,0
3658.33,0,57,22928,246,-549,-3996,34,-23,19,32161,28688,32762,-1,-5,0
3658.36,0,57,22944,247,-542,-3990,60,-49,-4,32163,28688,32759,-1,-9,0
3658.36,0,57,22959,244,-539,-3989,40,-34,15,32163,28688,32761,-2,-4,0
3658.39,0,57,22974,237,-542,-4008,52,-56,1,32162,28687,32762,-4,-6,0
3658.39,0,57,22989,244,-548,-4001,47,-40,-5,32163,28690,32762,-1,-3,0
3658.42,0,57,23004,247,-550,-4005,22,-30,24,32161,28689,32761,-2,-1,0
3658.42,0,57,23020,244,-549,-3979,51,-48,7,32162,28688,32763,-1,-7,0
3658.45,0,57,23034,243,-540,-3994,42,-44,4,32161,28690,32763,-3,-5,0
3658.45,0,57,23050,240,-544,-4011,36,-40,15,32163,28689,32761,-5,-2,0
3658.48,0,57,23066,239,-550,-3989,52,-45,-11,32163,28688,32760,-3,-3,0
3658.49,0,57,23080,246,-553,-3998,29,-30,4,32162,28688,32761,-2,-2,0
3658.51,0,57,23095,245,-543,-3982,29,-53,-14,32161,28688,32761,-1,-5,0
3658.52,0,57,23111,234,-548,-3992,34,-48,-1,32163,28687,32761,-1,-3,0
3658.54,0,57,23126,246,-552,-4008,39,-15,3,32162,28688,32761,-3,-5,0
3658.55,0,57,23141,242,-549,-3996,28,-48,-21,32162,28686,32760,-5,-8,0
3658.58,0,57,23156,246,-538,-3994,21,-40,-7,32162,28688,32763,-7,-2,0
3658.58,0,57,23171,248,-543,-3988,34,-38,11,32162,28690,32760,-6,-3,0
3658.6,0,57,23187,245,-543,-4004,14,-60,-7,32162,28689,32760,-2,-6,0
3658.61,0,57,23201,243,-546,-3988,15,-31,6,32162,28688,32761,-1,-5,0
3658.63,0,57,23217,243,-550,-4005,56,-48,10,32163,28687,32763,-3,-3,0
3658.64,0,57,23232,242,-542,-3988,7,-37,8,32163,28690,32762,-5,-2,0
3658.66,0,57,23247,244,-547,-3990,41,-51,-3,32163,28690,32761,-3,-1,0
3658.67,0,57,23262,248,-548,-3989,29,-29,-6,32163,28689,32759,-4,-5,0
3658.69,0,57,23278,246,-542,-4002,25,-35,1,32161,28687,32759,-2,-6,0
3658.7,0,57,23293,243,-549,-4013,33,-50,-8,32162,28689,32763,-1,-3,0
3658.72,0,57,23308,242,-552,-3968,38,-26,-9,32162,28689,32761,-2,-5,0
3658.73,0,57,23323,241,-541,-3994,18,-38,-1,32163,28689,32762,-5,-4,0
3658.75,0,57,23338,248,-532,-3994,32,-54,9,32161,28689,32763,-3,-1,0
3658.76,0,57,23354,247,-542,-4020,49,-29,-3,32163,28690,32764,-3,-2,0
3658.78,0,57,23368,238,-565,-4012,37,-42,-2,32160,28689,32760,-1,-5,0
3658.79,0,57,23384,239,-549,-3956,21,-31,2,32163,28688,32761,-3,-4,0
3658.81,0,57,23399,250,-533,-3993,44,-35,0,32162,28690,32760,-3,-3,0
3658.82,0,57,23414,240,-540,-3999,45,-44,-3,32163,28688,32763,-7,-5,0
3658.84,0,57,23430,240,-548,-4015,32,-45,7,32162,28686,32761,-1,-8,0
3658.85,0,57,23445,248,-548,-4011,30,-29,-5,32162,28687,32761,-2,-5,0
3658.87,0,57,23460,248,-540,-3961,27,-29,-2,32162,28689,32761,-3,-10,0
3658.88,0,57,23475,240,-538,-3991,53,-65,-3,32162,28687,32762,-3,-3,0
3658.9,0,57,23490,232,-544,-4004,65,-26,6,32162,28688,32761,-3,-3,0
3658.91,0,57,23505,246,-545,-4010,38,-15,9,32161,28690,32764,-7,-6,0
3658.93,0,57,23521,251,-538,-3996,28,-42,4,32161,28690,32762,-1,-1,0
3658.94,0,57,23535,248,-545,-3977,60,-59,-10,32162,28689,32762,-7,-5,0
3658.96,0,57,23551,243,-546,-3998,44,-39,-4,32163,28688,32762,-4,-4,0
3658.97,0,57,23566,233,-548,-3999,29,-16,7,32163,28688,32759,-3,-9,0
3658.99,0,57,23581,242,-544,-3996,66,-48,6,32162,28688,32761,-5,-4,0
3659,0,57,23597,248,-548,-4005,34,-60,7,32163,28688,32761,-2,-1,0
3659.02,0,57,23612,248,-545,-4002,23,-49,1,32162,28690,32761,-6,-10,0
3659.03,0,57,23627,247,-540,-3984,43,-48,2,32161,28688,32761,-5,-4,0
3659.05,0,57,23642,239,-538,-3996,26,-60,-17,32162,28688,32760,-7,-5,0
3659.06,0,57,23657,246,-550,-4004,66,-30,13,32160,28689,32763,-2,-5,0
3659.08,0,57,23672,241,-549,-4001,31,-43,16,32162,28687,32760,15,-3,0
3659.09,0,57,23688,239,-538,-3992,48,-42,5,32163,28687,32762,-6,-2,0
3659.11,0,57,23702,244,-541,-3997,36,-44,8,32163,28691,32763,-2,-7,0
3659.14,0,57,23718,245,-544,-3994,38,-53,5,32162,28692,32764,-4,-7,0
3659.14,0,57,23733,246,-549,-3987,25,-37,1,32163,28689,32761,-4,-2,0
3659.17,0,57,23748,240,-540,-4009,37,-29,6,32163,28687,32761,0,-1,0
3659.17,0,57,23764,244,-550,-3980,42,-37,0,32163,28688,32761,-4,-2,0
3659.2,0,57,23779,246,-547,-4007,30,-50,-14,32163,28689,32760,-2,2,0
3659.2,0,57,23794,242,-546,-3990,27,-20,5,32163,28686,32762,-2,-5,0
3659.23,0,57,23809,244,-545,-3995,58,-37,10,32162,28690,32763,-3,-7,0
3659.23,0,57,23824,251,-547,-3997,34,-33,11,32163,28687,32762,-4,-6,0
3659.26,0,57,23839,241,-543,-3989,64,-27,6,32161,28688,32760,-5,-3,0
3659.26,0,57,23855,245,-545,-3999,55,-53,-6,32163,28689,32760,-3,-1,0
3659.29,0,57,23869,245,-540,-4000,39,-31,17,32161,28688,32761,-3,-7,0
3659.29,0,57,23885,244,-547,-4017,72,-23,-6,32161,28689,32761,-4,-1,0
3659.32,0,57,23900,249,-545,-3985,11,-25,7,32162,28685,32759,-2,-5,0
3659.32,0,57,23915,240,-538,-3990,10,-29,-2,32162,28688,32764,-1,-3,0
3659.35,0,57,23931,244,-543,-3995,45,-52,3,32161,28691,32762,-4,-6,0
3659.35,0,57,23946,245,-551,-4003,38,-43,7,32162,28686,32761,-2,-5,0
3659.38,0,57,23961,245,-545,-3998,29,-22,-10,32162,28686,32761,2,-1,0
3659.38,0,57,23976,250,-546,-4004,57,-39,0,32161,28687,32761,-3,-1,0
3659.41,0,57,23991,243,-542,-3983,41,-44,27,32162,28688,32759,-7,-10,0
3659.41,0,57,24006,244,-544,-3999,37,-54,6,32161,28689,32763,-1,-5,0
3659.44,0,57,24022,244,-537,-3994,60,-21,3,32162,28686,32759,-3,-5,0
3659.44,0,57,24036,248,-566,-3987,46,-46,-2,32162,28689,32763,-3,-5,0
3659.47,0,57,24052,263,-521,-4027,36,-47,4,32162,28690,32762,-1,-1,0
3659.47,0,57,24068,237,-560,-4009,65,-32,13,32164,28687,32762,-3,-5,0
3659.5,0,57,24082,253,-544,-3964,50,-42,3,32164,28688,32760,-2,-2,0
3659.5,0,57,24098,236,-526,-4017,18,-54,14,32163,28689,32764,-1,-1,0
3659.53,0,57,24113,240,-533,-3988,86,-26,1,32161,28689,32761,-1,-4,0
3659.53,0,57,24128,248,-565,-3992,39,-57,-5,32164,28688,32762,-1,-1,0
3659.56,0,57,24143,243,-535,-4020,-17,-29,9,32162,28688,32761,-6,-5,0
3659.57,0,57,24158,242,-539,-3959,58,-16,8,32163,28689,32761,-3,-5,0
3659.59,0,57,24173,250,-550,-3998,34,-68,-15,32162,28689,32763,-1,-6,0
3659.59,0,57,24189,228,-545,-4017,5,-43,10,32163,28688,32761,-3,-1,0
3659.62,0,57,24203,249,-542,-3981,56,-5,-2,32161,28688,32759,-2,-7,0
3659.62,0,57,24219,249,-546,-4012,36,-45,16,32161,28691,32762,-3,-8,0
3659.65,0,57,24234,239,-543,-3989,34,-59,12,32162,28687,32760,-5,-4,0
3659.65,0,57,24249,240,-540,-3997,77,-27,7,32163,28687,32759,-2,-1,0
3659.68,0,57,24265,244,-546,-4005,13,-31,-2,32163,28687,32761,-1,-7,0
3659.68,0,57,24280,245,-548,-3993,9,-42,-8,32162,28687,32760,-4,-6,0
3659.71,0,57,24295,252,-534,-3990,63,-39,-2,32162,28688,32760,-1,-6,0
3659.71,0,57,24310,238,-548,-4000,53,-14,12,32162,28689,32764,-2,-2,0
3659.74,0,57,24325,244,-552,-3994,28,-37,15,32163,28686,32761,-4,-3,0
3659.75,0,57,24340,248,-544,-3997,60,-36,13,32162,28688,32764,-3,-5,0
3659.77,0,57,24356,242,-545,-4001,59,-54,12,32162,28689,32763,-6,-6,0
3659.78,0,57,24370,240,-537,-3981,24,-21,-4,32162,28686,32763,-1,-4,0
3659.8,0,57,24386,249,-536,-4004,49,-45,11,32162,28689,32764,-5,0,0
3659.81,0,57,24402,248,-551,-3998,27,-28,-11,32160,28688,32762,-1,-3,0
3659.83,0,57,24416,245,-546,-3995,27,-49,4,32161,28689,32764,-1,-4,0
3659.84,0,57,24432,240,-541,-4009,36,-43,-6,32162,28687,32762,-1,-4,0
3659.86,0,57,24447,246,-545,-3980,21,-42,2,32163,28687,32761,-4,-9,0
3659.87,0,57,24462,246,-548,-4004,35,-41,-1,32162,28688,32759,-3,-1,0
3659.89,0,57,24477,238,-543,-3997,53,-31,3,32161,28686,32762,-6,-6,0
3659.9,0,57,24492,246,-548,-4000,17,-49,22,32161,28690,32761,-3,-1,0
3659.92,0,57,24507,240,-544,-3993,27,-19,-8,32161,28689,32764,-5,-1,0
3659.93,0,57,24523,246,-546,-3980,47,-55,-1,32163,28688,32763,-1,-4,0
3659.95,0,57,24537,240,-543,-4005,47,-39,-5,32161,28689,32763,-1,-6,0
3659.96,0,57,24553,240,-543,-3998,38,-39,8,32162,28689,32761,-2,-3,0
3659.98,0,57,24569,243,-544,-4001,37,-51,15,32162,28686,32761,-1,-4,0
3659.99,0,57,24583,242,-539,-3987,45,-48,14,32160,28687,32761,-2,-5,0
3660.01,0,57,24599,243,-547,-3998,32,-63,-2,32164,28688,32760,-4,-7,0
3660.02,0,57,24614,242,-544,-3991,20,-52,9,32163,28692,32762,-4,-7,0
3660.04,0,57,24629,245,-546,-3992,38,-54,-4,32162,28687,32760,-4,-4,0
3660.05,0,57,24644,244,-546,-4011,47,-31,-10,32161,28689,32759,-1,-3,0
3660.07,0,57,24659,250,-546,-3986,39,-35,-3,32161,28686,32759,-5,-3,0
3660.08,0,57,24674,245,-544,-3992,28,-42,8,32160,28689,32761,-5,-1,0
3660.1,0,57,24690,248,-548,-3987,58,-50,-1,32163,28688,32761,-5,-7,0
3660.11,0,57,24704,242,-549,-4001,48,-36,4,32163,28690,32762,-2,-1,0
3660.13,0,57,24720,249,-540,-3993,20,-51,8,32161,28689,32763,-3,-6,0
3660.14,0,57,24736,246,-544,-3992,37,-35,3,32161,28687,32764,4,-3,0
3660.16,0,57,24750,247,-541,-3988,29,-45,4,32162,28687,32761,-7,-4,0
3660.17,0,57,24766,241,-544,-3993,30,-50,-7,32162,28689,32762,-7,-3,0
3660.19,0,57,24781,246,-545,-3999,52,-10,4,32163,28688,32761,-4,-2,0
3660.2,0,57,24796,246,-549,-3996,56,-57,2,32163,28686,32761,-1,-3,0
3660.22,0,57,24811,245,-543,-4002,12,-42,1,32162,28686,32760,-2,-1,0
3660.23,0,57,24826,244,-541,-3984,58,-67,-4,32161,28687,32760,1,2,0
3660.25,0,57,24841,244,-539,-3993,25,-33,-3,32162,28690,32758,-1,-6,0
3660.26,0,57,24857,248,-543,-3995,38,-36,-18,32161,28686,32763,-3,0,0
3660.28,0,57,24872,244,-546,-3999,38,-28,0,32162,28690,32761,-1,-5,0
3660.29,0,57,24887,238,-544,-3990,22,-36,-5,32162,28688,32763,-1,-7,0
3660.31,0,57,24903,245,-540,-3994,33,-33,0,32162,28688,32761,-1,-1,0
3660.32,0,57,24917,241,-541,-3996,44,-41,0,32162,28688,32764,-6,1,0
