Program Time [s],Connection ID,Time High,Time Low,Low-g Accelerometer X,Low-g Accelerometer Y,Low-g Accelerometer Z,Roll,Pitch,Yaw,Magnetometer X,Magnetometer Y,Magnetometer Z,High-g Accelerometer X,High-g Accelerometer Y,High-g Accelerometer Z
3714.77,0,58,13828,242,-542,-4009,59,-48,4,32097,28707,-32738,-3,-2,0
3714.79,0,58,13844,233,-552,-3984,24,-47,11,32096,28706,-32738,-5,-3,0
3714.8,0,58,13859,243,-554,-4004,45,-28,-7,32096,28706,-32738,-1,-3,0
3714.82,0,58,13874,245,-548,-4008,48,-30,2,32097,28706,-32737,-1,-5,0
3714.83,0,58,13889,242,-551,-3984,7,-51,-3,32097,28706,-32738,-2,-3,0
3714.85,0,58,13905,241,-547,-4002,49,-53,-7,32096,28707,-32737,-1,-5,0
3714.86,0,58,13919,242,-550,-3989,37,-31,15,32096,28708,-32732,-4,-4,0
3714.88,0,58,13935,240,-548,-4001,27,-34,1,32097,28709,-32736,-3,-4,0
3714.89,0,58,13951,242,-542,-3991,43,-33,11,32096,28709,-32736,-6,-3,0
3714.91,0,58,13965,244,-553,-3994,46,-43,-12,32095,28708,-32736,-6,0,0
3714.92,0,58,13981,243,-546,-3992,27,-19,0,32097,28706,-32738,-3,-6,0
3714.94,0,58,13995,241,-554,-3986,49,-20,5,32097,28709,-32738,-2,-5,0
3714.95,0,58,14011,246,-548,-3994,40,-58,-9,32098,28708,-32737,-5,-5,0
3714.97,0,58,14026,239,-546,-4004,34,-52,-1,32098,28708,-32737,-2,-5,0
3714.98,0,58,14041,241,-546,-3987,31,-11,-7,32096,28709,-32737,-3,-1,0
3715,0,58,14056,250,-553,-4001,47,-29,-2,32098,28710,-32737,-2,-7,0
3715.01,0,58,14072,238,-545,-3992,22,-49,-4,32095,28708,-32736,-7,-2,0
3715.03,0,58,14086,248,-550,-3994,42,-45,-7,32096,28709,-32737,-1,-5,0
3715.04,0,58,14102,243,-552,-3994,32,-53,-5,32096,28708,-32736,-4,-5,0
3715.06,0,58,14118,242,-548,-3990,44,-33,-3,32096,28711,-32735,-3,-1,0
3715.07,0,58,14132,254,-549,-3996,38,-40,-2,32097,28707,-32738,-5,-7,0
3715.09,0,58,14148,236,-548,-3994,20,-36,7,32095,28707,-32736,-6,-3,0
3715.12,0,58,14162,242,-540,-3984,48,-40,-2,32097,28707,-32736,-2,1,0
3715.12,0,58,14178,243,-554,-3997,36,-23,-9,32097,28708,-32739,-1,-1,0
3715.15,0,58,14193,243,-549,-3989,19,-46,1,32097,28708,-32736,-3,-5,0
3715.15,0,58,14208,237,-542,-3993,46,-55,10,32098,28709,-32737,-3,-1,0
3715.18,0,58,14223,245,-555,-4008,55,-27,8,32097,28708,-32734,-5,-1,0
3715.18,0,58,14239,243,-550,-3989,31,-49,4,32095,28708,-32736,-1,-5,0
3715.21,0,58,14253,238,-544,-4001,22,-42,-15,32096,28709,-32739,-2,-4,0
3715.21,0,58,14269,246,-550,-3991,59,-51,-8,32097,28709,-32736,-5,-5,0
3715.24,0,58,14285,247,-550,-3992,2,-47,1,32095,28705,-32739,-5,-1,0
3715.24,0,58,14299,246,-552,-4005,27,-43,-14,32095,28708,-32738,-1,-5,0
3715.27,0,58,14315,247,-552,-4002,68,-32,15,32097,28709,-32736,-5,-8,0
3715.27,0,58,14329,243,-551,-3986,6,-58,9,32096,28709,-32738,-2,-1,0
3715.3,0,58,14345,243,-539,-4002,67,-42,-10,32095,28709,-32739,-3,-6,0
3715.3,0,58,14360,238,-544,-3991,41,-10,13,32097,28706,-32735,-1,-4,0
3715.33,0,58,14375,248,-545,-3999,12,-28,-9,32095,28707,-32739,-2,-3,0
3715.33,0,58,14390,238,-555,-3995,47,-39,1,32098,28706,-32740,-6,-5,0
3715.36,0,58,14406,245,-550,-3988,22,-36,9,32096,28706,-32739,-1,-5,0
3715.36,0,58,14420,236,-545,-4013,37,-50,0,32095,28709,-32735,-5,-2,0
3715.39,0,58,14436,243,-548,-3981,37,-17,2,32097,28707,-32739,-5,-4,0
3715.39,0,58,14452,250,-552,-3998,40,-51,1,32095,28708,-32736,-3,-6,0
3715.42,0,58,14466,236,-543,-3996,42,-41,6,32096,28706,-32740,-1,-4,0
3715.42,0,58,14482,250,-548,-3986,41,-42,2,32096,28705,-32737,-1,-6,0
3715.45,0,58,14496,244,-552,-4012,53,-47,-10,32094,28707,-32741,-4,-1,0
3715.45,0,58,14512,244,-548,-3974,35,-24,18,32098,28708,-32737,-2,-3,0
3715.48,0,58,14527,246,-552,-4008,57,-48,-6,32097,28706,-32739,-5,-4,0
3715.48,0,58,14542,244,-546,-3988,24,-55,-4,32097,28707,-32737,-3,-3,0
3715.51,0,58,14557,243,-544,-4007,51,-34,-3,32096,28706,-32741,-2,-5,0
3715.51,0,58,14573,248,-542,-3996,45,-36,-3,32097,28708,-32735,-1,-3,0
3715.54,0,58,14588,238,-544,-3984,44,-57,-4,32097,28704,-32738,-7,-1,0
3715.54,0,58,14603,243,-549,-4008,33,-50,16,32096,28709,-32735,-5,-5,0
3715.57,0,58,14619,250,-550,-3981,45,-17,-1,32095,28707,-32737,-3,-4,0
3715.57,0,58,14633,241,-547,-4006,27,-29,-9,32096,28707,-32736,-2,-1,0
3715.6,0,58,14649,245,-543,-3980,24,-55,3,32096,28708,-32736,-4,-1,0
3715.6,0,58,14663,247,-550,-4010,51,-29,5,32097,28708,-32736,-3,-6,0
3715.63,0,58,14679,246,-547,-3995,12,-37,2,32098,28705,-32738,-1,-3,0
3715.63,0,58,14694,249,-542,-3994,38,-38,20,32096,28709,-32734,-5,-4,0
3715.66,0,58,14709,245,-549,-4015,43,-43,-1,32096,28706,-32736,-5,-5,0
3715.66,0,58,14724,246,-547,-3980,21,-53,-12,32096,28708,-32736,-3,-1,0
3715.69,0,58,14740,246,-548,-4012,57,-34,-8,32096,28708,-32737,-3,-4,0
3715.69,0,58,14754,248,-546,-3985,30,-35,4,32096,28708,-32735,-1,-5,0
3715.72,0,58,14770,242,-548,-3994,39,-49,-7,32096,28708,-32734,-4,-9,0
3715.73,0,58,14786,241,-552,-3997,58,-32,1,32096,28709,-32737,-5,-6,0
3715.75,0,58,14800,239,-548,-3990,20,-44,13,32095,28707,-32736,-3,-2,0
3715.76,0,58,14816,242,-548,-4006,29,-19,12,32096,28709,-32736,-3,-1,0
3715.78,0,58,14830,242,-550,-3981,63,-40,-2,32096,28708,-32735,-5,-5,0
3715.79,0,58,14846,246,-550,-3999,-5,-55,23,32096,28710,-32736,-4,-2,0
3715.81,0,58,14861,237,-543,-3992,25,-39,13,32098,28707,-32738,-2,-5,0
3715.82,0,58,14876,250,-553,-3994,63,-47,21,32096,28707,-32736,-2,-1,0
3715.84,0,58,14891,247,-554,-4008,42,-26,13,32097,28707,-32736,-1,-5,0
3715.85,0,58,14907,240,-543,-3976,48,-53,-2,32095,28707,-32739,-3,-3,0
3715.87,0,58,14922,246,-550,-4014,48,-27,-7,32096,28708,-32736,-1,-4,0
3715.88,0,58,14937,241,-548,-3993,29,-37,-10,32096,28708,-32736,-6,-1,0
3715.9,0,58,14953,248,-544,-3985,39,-49,4,32097,28708,-32736,-3,-5,0
3715.91,0,58,14967,246,-548,-4015,49,-42,7,32096,28709,-32736,-2,-9,0
3715.93,0,58,14983,242,-550,-3990,22,-45,5,32097,28702,-32738,-5,-7,0
3715.94,0,58,14997,245,-542,-4009,49,-48,-5,32095,28707,-32736,-3,-5,0
3715.97,0,58,15013,241,-550,-3988,54,-36,-9,32096,28708,-32736,-1,-9,0
3715.97,0,58,15028,246,-544,-3988,17,-53,6,32096,28707,-32736,-5,-4,0
3715.99,0,58,15043,240,-541,-4006,51,-25,-2,32095,28706,-32738,-3,-3,0
3716,0,58,15058,250,-550,-4000,54,-28,0,32096,28708,-32738,-1,-7,0
3716.02,0,58,15074,249,-553,-3996,14,-46,1,32098,28710,-32737,-3,-2,0
3716.03,0,58,15089,246,-549,-3997,30,-36,5,32095,28708,-32735,-2,-2,0
3716.05,0,58,15104,246,-549,-3992,50,-40,1,32095,28706,-32738,-5,-5,0
3716.06,0,58,15120,242,-540,-3989,26,-28,-1,32093,28706,-32739,-2,-1,0
3716.08,0,58,15134,242,-544,-3998,60,-45,-3,32096,28709,-32737,-4,-3,0
3716.09,0,58,15150,245,-547,-4005,42,-54,10,32097,28708,-32736,-4,-1,0
3716.11,0,58,15164,236,-544,-3982,36,-22,6,32098,28705,-32736,-4,-4,0
3716.12,0,58,15180,241,-540,-3994,52,-34,-21,32096,28705,-32736,-3,-2,0
3716.14,0,58,15195,240,-546,-3999,51,-50,-3,32097,28709,-32733,-2,-4,0
3716.15,0,58,15210,242,-548,-3995,41,-29,-9,32096,28706,-32737,-2,-5,0
3716.17,0,58,15226,245,-548,-4002,39,-31,6,32097,28708,-32737,-3,-1,0
3716.18,0,58,15241,241,-554,-4000,51,-32,2,32097,28708,-32737,-3,-4,0
3716.2,0,58,15256,253,-546,-3981,32,-44,10,32097,28709,-32736,-1,-2,0
3716.21,0,58,15271,251,-548,-4000,38,-40,-4,32095,28708,-32736,-3,-5,0
3716.23,0,58,15287,241,-548,-4001,40,-34,7,32096,28707,-32734,-3,-3,0
3716.24,0,58,15301,242,-541,-3992,32,-58,2,32095,28710,-32736,-2,-2,0
3716.26,0,58,15317,242,-545,-4002,16,-49,3,32095,28709,-32735,-5,-9,0
3716.27,0,58,15331,241,-555,-3979,36,-48,-5,32096,28706,-32737,-6,-5,0
3716.29,0,58,15347,244,-551,-3998,42,-36,5,32097,28705,-32734,-5,-2,0
3716.3,0,58,15363,240,-541,-4002,34,-45,-4,32097,28706,-32737,-6,0,0
3716.32,0,58,15377,243,-546,-3982,48,-46,-1,32096,28708,-32738,-3,-5,0
3716.35,0,58,15393,241,-556,-4007,40,-51,6,32097,28707,-32739,-3,-3,0
3716.35,0,58,15408,246,-549,-3988,16,-41,5,32097,28707,-32737,-1,1,0
3716.38,0,58,15423,245,-545,-4001,42,-38,2,32097,28708,-32738,-3,-3,0
3716.38,0,58,15438,244,-550,-3995,62,-30,6,32098,28708,-32737,-1,-2,0
3716.41,0,58,15453,244,-551,-3987,28,-35,6,32095,28706,-32739,-2,-3,0
3716.41,0,58,15468,238,-549,-4013,22,-36,2,32096,28710,-32737,-2,-5,0
3716.44,0,58,15484,242,-546,-3988,25,-23,11,32095,28708,-32735,-1,-4,0
3716.44,0,58,15498,249,-549,-4005,33,-57,12,32097,28708,-32734,-4,-2,0
3716.47,0,58,15514,234,-549,-3996,24,-31,5,32095,28708,-32737,-2,-5,0
3716.47,0,58,15529,250,-552,-3976,49,-32,-1,32097,28709,-32735,-4,-4,0
3716.5,0,58,15544,247,-553,-4008,19,-54,0,32097,28705,-32739,-2,1,0
3716.5,0,58,15560,237,-542,-3987,36,-26,-7,32097,28706,-32737,-3,-3,0
3716.53,0,58,15575,244,-548,-4000,56,-30,-11,32096,28706,-32738,-3,-3,0
3716.53,0,58,15590,249,-551,-4003,15,-56,7,32097,28706,-32736,-2,-4,0
3716.56,0,58,15605,241,-547,-3989,45,-41,-2,32097,28707,-32737,-2,-8,0
3716.56,0,58,15620,244,-548,-4009,34,-30,1,32097,28708,-32736,-5,-5,0
3716.59,0,58,15635,237,-545,-3979,37,-51,16,32095,28708,-32738,-6,-6,0
3716.59,0,58,15651,240,-546,-3997,51,-32,20,32096,28708,-32736,-6,-4,0
3716.62,0,58,15665,246,-555,-3993,33,-48,2,32097,28705,-32737,-4,-2,0
3716.62,0,58,15681,242,-551,-3996,31,-36,25,32097,28707,-32736,-3,-3,0
3716.65,0,58,15696,245,-551,-3999,53,-30,2,32096,28707,-32742,-2,-4,0
3716.65,0,58,15711,245,-548,-3990,54,-20,12,32096,28707,-32738,-4,-1,0
3716.69,0,58,15727,242,-553,-3999,37,-53,2,32095,28707,-32739,-2,-6,0
3716.69,0,58,15742,245,-549,-3982,46,-13,3,32095,28707,-32736,-2,-7,0
3716.71,0,58,15757,245,-546,-3998,35,-44,16,32096,28709,-32736,-1,-5,0
3716.71,0,58,15772,237,-545,-4001,52,-34,-1,32095,28708,-32733,-3,1,0
3716.74,0,58,15787,242,-548,-3982,40,-24,-6,32097,28708,-32740,-3,-5,0
3716.74,0,58,15802,247,-552,-4015,27,-46,-10,32098,28707,-32735,-4,-3,0
3716.77,0,58,15818,234,-549,-3989,3,-17,-3,32095,28708,-32734,-4,-5,0
3716.78,0,58,15832,244,-541,-3983,59,-40,-1,32097,28708,-32734,-5,-5,0
3716.8,0,58,15848,242,-547,-4004,45,-36,9,32095,28707,-32739,-8,-3,0
3716.8,0,58,15863,242,-548,-3986,36,-24,-2,32096,28708,-32736,-9,-5,0
3716.83,0,58,15878,245,-550,-3998,68,-58,10,32096,28704,-32739,-3,-1,0
3716.83,0,58,15894,240,-550,-3990,39,-29,10,32095,28709,-32735,-3,-5,0
3716.86,0,58,15909,242,-546,-3996,7,-23,2,32097,28709,-32738,-3,-2,0
3716.86,0,58,15924,244,-553,-3999,42,-16,7,32097,28708,-32736,-2,0,0
3716.89,0,58,15939,234,-566,-3963,38,-25,-4,32096,28708,-32737,-4,-4,0
3716.89,0,58,15954,236,-557,-3980,35,-52,17,32097,28706,-32739,-6,-5,0
3716.92,0,58,15969,248,-531,-3990,44,-22,13,32097,28710,-32736,-1,-3,0
3716.92,0,58,15985,264,-525,-4074,17,-30,14,32096,28705,-32734,-1,-3,0
3716.95,0,58,16000,234,-563,-3998,79,-17,-6,32096,28711,-32733,-6,-4,0
3716.96,0,58,16015,252,-547,-3968,-1,-31,2,32097,28707,-32737,-2,-5,0
3716.98,0,58,16031,242,-534,-4015,3,-22,18,32097,28707,-32739,-5,-5,0
3716.99,0,58,16045,240,-550,-3945,68,-33,-8,32097,28706,-32735,-2,-6,0
3717.01,0,58,16061,245,-566,-4040,55,-65,-19,32097,28707,-32737,-2,-5,0
3717.02,0,58,16076,234,-552,-4016,13,-5,6,32097,28708,-32736,-5,-2,0
3717.04,0,58,16091,254,-548,-3956,46,2,3,32095,28710,-32738,-3,-1,0
3717.05,0,58,16106,253,-545,-3999,44,-71,-8,32095,28709,-32738,-2,-6,0
3717.07,0,58,16121,225,-547,-3977,43,-46,-5,32098,28708,-32736,-4,-2,0
3717.08,0,58,16136,244,-552,-4022,41,1,-12,32097,28710,-32738,-3,-3,0
3717.1,0,58,16152,252,-558,-4011,14,-52,2,32096,28707,-32737,-5,-9,0
3717.11,0,58,16166,249,-541,-3972,29,-28,11,32097,28711,-32736,-2,-3,0
3717.13,0,58,16182,250,-541,-3986,63,-46,3,32097,28706,-32739,-3,-5,0
3717.14,0,58,16198,241,-556,-3997,37,-35,10,32097,28707,-32735,-1,-2,0
3717.16,0,58,16212,246,-544,-4000,5,-34,24,32096,28708,-32737,-5,-4,0
3717.17,0,58,16228,244,-549,-4006,63,-36,6,32096,28705,-32737,-4,-3,0
3717.19,0,58,16243,240,-550,-3989,58,-31,14,32098,28706,-32736,-1,-5,0
3717.2,0,58,16258,237,-545,-3967,9,-35,-11,32096,28708,-32738,-2,-1,0
3717.22,0,58,16273,250,-540,-4000,60,-14,-9,32098,28706,-32738,-4,-2,0
3717.23,0,58,16288,244,-550,-3990,24,-36,-3,32098,28705,-32739,-3,-5,0
3717.25,0,58,16303,246,-555,-4000,28,-45,5,32097,28708,-32736,-3,-6,0
3717.26,0,58,16319,243,-546,-4005,49,-16,9,32095,28710,-32734,-1,-7,0
3717.28,0,58,16334,251,-556,-3971,31,-32,14,32098,28707,-32737,-3,-1,0
3717.29,0,58,16349,245,-546,-4006,41,-59,10,32098,28708,-32736,-5,-3,0
3717.31,0,58,16365,245,-545,-4011,58,-26,14,32099,28708,-32740,-2,-2,0
3717.32,0,58,16379,250,-544,-4000,37,-38,3,32099,28703,-32739,-3,2,0
3717.34,0,58,16395,241,-546,-3987,29,-42,-3,32097,28707,-32737,-5,-1,0
3717.35,0,58,16410,246,-548,-3979,51,-32,-1,32097,28709,-32737,-5,-3,0
3717.37,0,58,16425,247,-550,-4006,75,-54,-15,32096,28706,-32738,-4,-4,0
3717.38,0,58,16440,238,-548,-3994,38,-15,5,32096,28708,-32737,-3,-1,0
3717.4,0,58,16455,248,-545,-3996,27,-47,-9,32097,28707,-32737,-4,-6,0
3717.41,0,58,16470,241,-544,-3998,24,-50,5,32097,28708,-32739,-5,1,0
3717.43,0,58,16486,236,-544,-3985,21,-35,16,32097,28707,-32738,-3,-1,0
3717.44,0,58,16501,245,-539,-4003,54,-24,-2,32096,28709,-32739,-1,-5,0
3717.46,0,58,16516,235,-545,-3998,38,-31,8,32096,28706,-32739,-2,-8,0
3717.47,0,58,16532,249,-548,-3995,37,-44,16,32098,28707,-32737,-1,-6,0
3717.49,0,58,16546,247,-548,-3993,59,-35,3,32097,28708,-32735,-2,-2,0
3717.5,0,58,16562,242,-549,-3987,34,-34,-1,32097,28708,-32739,-3,-4,0
3717.52,0,58,16577,251,-550,-4003,41,-39,2,32098,28707,-32737,-2,-5,0
3717.53,0,58,16592,243,-550,-4002,48,-41,5,32097,28707,-32736,-6,-1,0
3717.55,0,58,16607,245,-550,-3987,38,-46,4,32099,28707,-32736,-1,-4,0
3717.58,0,58,16622,248,-546,-3984,56,-33,-1,32096,28706,-32736,-1,-3,0
3717.58,0,58,16637,245,-552,-3998,51,-43,-5,32097,28710,-32735,-1,-5,0
3717.61,0,58,16653,244,-544,-3988,46,-44,13,32097,28707,-32738,-2,-1,0
3717.61,0,58,16668,245,-549,-4012,68,-36,10,32097,28707,-32736,-2,-13,0
3717.64,0,58,16683,242,-549,-3987,31,-31,0,32096,28707,-32737,-4,-1,0
3717.64,0,58,16699,238,-546,-3977,36,-42,6,32097,28708,-32737,-4,-4,0
3717.67,0,58,16713,247,-552,-4009,50,-46,14,32098,28707,-32741,-8,-7,0
3717.67,0,58,16729,243,-552,-3988,26,-33,-23,32098,28709,-32737,-3,-2,0
3717.7,0,58,16744,246,-550,-4006,34,-45,0,32097,28705,-32736,-1,-5,0
3717.7,0,58,16759,245,-552,-4006,32,-5,1,32098,28706,-32738,-1,-4,0
3717.73,0,58,16774,246,-546,-3981,3,-48,5,32098,28705,-32740,-1,-7,0
3717.73,0,58,16789,240,-546,-4003,46,-54,-8,32097,28709,-32737,-5,-1,0
3717.76,0,58,16804,245,-553,-3980,27,-22,13,32097,28707,-32739,-1,-1,0
3717.76,0,58,16820,242,-547,-4003,47,-33,1,32097,28711,-32735,-3,-3,0
3717.79,0,58,16835,241,-545,-3994,33,-22,2,32097,28707,-32739,-1,-8,0
3717.79,0,58,16850,250,-549,-3999,34,-41,-6,32098,28708,-32738,-2,-5,0
3717.83,0,58,16866,244,-550,-4003,32,-29,1,32098,28706,-32740,-2,-1,0
3717.83,0,58,16880,243,-550,-3971,43,-20,4,32097,28708,-32735,-6,-7,0
3717.85,0,58,16896,252,-548,-4014,27,-60,-8,32096,28707,-32738,-6,-6,0
3717.85,0,58,16911,238,-554,-3994,22,-44,-13,32096,28708,-32733,-5,-1,0
3717.88,0,58,16926,249,-548,-3991,65,-15,10,32097,28707,-32737,-3,-1,0
3717.88,0,58,16941,245,-552,-4002,22,-50,-1,32098,28707,-32736,-4,-1,0
3717.91,0,58,16956,238,-548,-3994,37,-23,5,32097,28706,-32739,-2,-2,0
3717.91,0,58,16972,254,-543,-3990,40,-37,13,32097,28707,-32736,-1,-1,0
3717.94,0,58,16987,240,-547,-4006,48,-35,18,32097,28709,-32739,-3,-7,0
3717.94,0,58,17002,243,-545,-3985,33,-18,5,32098,28710,-32737,-3,-3,0
3717.97,0,58,17017,246,-550,-3994,40,-49,7,32095,28706,-32739,-5,-5,0
3717.97,0,58,17033,241,-546,-4002,45,-43,25,32096,28708,-32737,-1,-1,0
3718,0,58,17047,243,-545,-3977,34,-44,-8,32097,28706,-32738,-4,1,0
3718,0,58,17063,244,-554,-4010,56,-47,1,32098,28707,-32736,-1,-3,0
3718.03,0,58,17078,240,-552,-3983,26,-35,-2,32097,28707,-32737,-5,-2,0
3718.03,0,58,17093,246,-550,-3982,38,-57,-2,32096,28709,-32739,-2,-2,0
3718.06,0,58,17108,251,-549,-4007,50,-36,10,32097,28707,-32737,-5,-3,0
3718.06,0,58,17123,244,-559,-3978,18,-35,-1,32098,28707,-32738,-2,-2,0
3718.09,0,58,17139,253,-532,-4011,19,-41,-6,32097,28710,-32736,-1,-1,0
3718.09,0,58,17154,245,-569,-4004,67,-23,2,32097,28709,-32736,-5,-1,0
3718.12,0,58,17169,253,-553,-3952,-1,-28,2,32097,28708,-32736,-4,-6,0
3718.12,0,58,17184,243,-540,-4024,29,-53,-1,32096,28709,-32737,-2,-7,0
3718.15,0,58,17200,237,-552,-3976,65,-7,13,32096,28707,-32736,-4,-1,0
3718.15,0,58,17214,249,-556,-3982,21,-60,5,32098,28707,-32737,-3,-5,0
3718.18,0,58,17230,250,-523,-4050,44,-54,7,32096,28704,-32737,2,-1,0
3718.19,0,58,17245,243,-544,-3982,86,-25,9,32098,28708,-32739,-4,-3,0
3718.21,0,58,17260,248,-550,-4012,43,-84,3,32097,28706,-32739,-4,-5,0
3718.22,0,58,17276,222,-551,-3982,7,-37,6,32097,28707,-32739,-3,-2,0
3718.24,0,58,17290,246,-542,-3964,45,-19,15,32098,28708,-32738,-2,-4,0
3718.25,0,58,17306,242,-558,-4010,45,-70,-14,32096,28708,-32736,-7,-7,0
3718.27,0,58,17321,229,-549,-3982,21,-10,7,32097,28708,-32738,-2,-7,0
3718.28,0,58,17336,250,-543,-4003,55,-38,-6,32095,28709,-32738,-5,-2,0
3718.3,0,58,17351,238,-549,-3988,31,-60,3,32096,28707,-32738,-5,-2,0
3718.31,0,58,17367,239,-544,-3986,46,-51,11,32096,28707,-32736,-5,-7,0
3718.33,0,58,17381,237,-548,-4005,62,-30,0,32095,28707,-32740,-6,-1,0
3718.34,0,58,17397,239,-556,-3993,30,-11,2,32095,28710,-32731,-2,-4,0
3718.36,0,58,17412,249,-549,-3998,31,-45,-11,32097,28707,-32737,-1,-6,0
3718.37,0,58,17427,244,-546,-3975,41,-29,27,32095,28707,-32739,-2,-5,0
3718.39,0,58,17443,241,-555,-4013,50,-37,1,32096,28707,-32737,-2,-5,0
3718.4,0,58,17457,245,-550,-4010,46,-24,4,32096,28708,-32737,-7,-1,0
3718.42,0,58,17473,243,-546,-3975,21,-29,8,32096,28708,-32739,-6,-2,0
3718.43,0,58,17488,242,-548,-4027,58,-61,6,32097,28708,-32737,-2,-5,0
3718.45,0,58,17503,243,-553,-3981,53,-13,11,32097,28709,-32736,-1,-5,0
3718.46,0,58,17518,248,-546,-3995,23,-20,6,32096,28708,-32736,-3,-1,0
3718.48,0,58,17534,240,-547,-3990,54,-37,-13,32097,28707,-32737,-1,-4,0
3718.49,0,58,17548,241,-544,-3974,43,-36,2,32095,28708,-32739,-3,-3,0
3718.51,0,58,17564,230,-547,-4023,32,-59,2,32096,28708,-32737,-1,-4,0
3718.52,0,58,17578,240,-549,-3967,60,-26,11,32096,28706,-32739,-2,-5,0
3718.54,0,58,17594,251,-563,-3998,29,-67,-10,32097,28710,-32735,-6,1,0
3718.55,0,58,17610,249,-519,-4005,37,-46,15,32097,28707,-32738,-2,-3,0
3718.57,0,58,17624,289,-584,-4029,85,38,32,32098,28707,-32736,-1,-1,0
3718.58,0,58,17640,228,-522,-3973,-54,-32,0,32097,28709,-32735,-3,-3,0
3718.6,0,58,17655,247,-503,-4031,8,-59,13,32096,28708,-32736,-3,-3,0
3718.61,0,58,17670,274,-589,-4038,72,47,1,32097,28707,-32735,-5,-5,0
3718.63,0,58,17685,248,-610,-3972,33,-58,13,32097,28706,-32736,-3,-5,0
3718.64,0,58,17701,235,-496,-3996,59,-53,-3,32095,28711,-32734,-1,-4,0
3718.66,0,58,17715,243,-541,-4006,67,-10,-10,32098,28708,-32738,-4,-1,0
3718.67,0,58,17731,256,-544,-4009,-3,-53,8,32098,28709,-32738,-7,-2,0
3718.69,0,58,17746,225,-554,-4010,20,-55,4,32095,28707,-32738,-5,-3,0
3718.7,0,58,17761,245,-558,-3963,112,-22,20,32097,28709,-32738,-5,-5,0
3718.72,0,58,17777,245,-563,-4026,-13,-59,11,32097,28708,-32738,0,-2,0
3718.73,0,58,17791,237,-522,-3975,23,-40,-10,32098,28710,-32736,-3,-4,0
3718.75,0,58,17807,245,-557,-3999,121,-34,10,32098,28709,-32736,-4,-5,0
3718.76,0,58,17822,240,-577,-4004,17,-62,-1,32095,28710,-32738,-5,-6,0
3718.78,0,58,17837,242,-531,-3987,-25,-36,7,32096,28709,-32739,-5,-8,0
3718.81,0,58,17853,246,-542,-3984,81,-30,3,32096,28708,-32739,-5,-3,0
3718.81,0,58,17868,241,-557,-3984,32,-60,0,32097,28709,-32736,-1,-6,0
3718.84,0,58,17883,242,-540,-4020,12,-39,3,32096,28706,-32739,-3,-2,0
3718.84,0,58,17898,253,-550,-3992,62,-16,12,32095,28711,-32733,-3,-4,0
3718.87,0,58,17913,252,-560,-3966,12,-36,2,32098,28708,-32737,-1,-11,0
3718.87,0,58,17928,234,-541,-3996,11,-67,12,32098,28707,-32738,-2,-7,0
3718.9,0,58,17944,233,-538,-4002,71,-25,-6,32098,28707,-32736,-4,-1,0
3718.9,0,58,17958,250,-564,-4008,28,-8,10,32097,28707,-32736,-5,-5,0
3718.93,0,58,17974,250,-549,-3991,-6,-73,7,32095,28705,-32740,-7,-4,0
3718.93,0,58,17989,236,-533,-3993,48,-39,5,32096,28705,-32739,-1,-6,0
3718.96,0,58,18004,245,-560,-4013,51,-40,-1,32097,28708,-32737,-5,-1,0
3718.96,0,58,18019,243,-550,-3992,17,-55,-2,32097,28707,-32737,-2,-5,0
3718.99,0,58,18035,242,-545,-3981,35,-47,5,32097,28708,-32737,-3,-6,0
3718.99,0,58,18049,242,-548,-3998,49,-34,9,32097,28709,-32737,-1,-4,0
3719.02,0,58,18065,243,-548,-3998,36,-38,-4,32096,28707,-32738,-1,-4,0
3719.02,0,58,18080,251,-542,-4016,40,-35,-13,32098,28704,-32740,-1,-2,0
3719.05,0,58,18095,229,-563,-3977,35,-45,7,32098,28706,-32739,1,-6,0
3719.05,0,58,18111,198,-569,-3979,63,-109,-28,32098,28707,-32737,-7,-3,0
3719.08,0,58,18125,201,-586,-4008,39,142,12,32097,28704,-32739,-4,-3,0
3719.08,0,58,18141,429,-442,-4169,115,146,54,32100,28705,-32739,-2,-6,0
3719.11,0,58,18156,493,-704,-3964,224,5,-48,32099,28712,-32739,-1,-2,0
3719.11,0,58,18171,-173,-868,-3580,-17,-907,-165,32103,28716,-32735,-7,12,0
3719.14,0,58,18186,275,-66,-4709,-142,-99,42,32105,28699,-32749,-1,3,0
3719.14,0,58,18202,378,-678,-4139,11,751,-66,32097,28694,-32749,-3,-6,0
3719.17,0,58,18216,466,-681,-3672,490,-114,-17,32108,28708,-32740,-1,-7,0
3719.17,0,58,18232,36,-646,-4032,23,-478,-34,32127,28717,-32736,-4,-1,0
3719.2,0,58,18247,113,-486,-4008,-83,-161,-12,32115,28708,-32750,-3,-2,0
3719.2,0,58,18262,176,-596,-4161,22,52,-10,32105,28695,-32759,-5,-1,0
3719.23,0,58,18278,284,-530,-4083,-190,137,-134,32127,28693,-32757,-4,-7,0
3719.23,0,58,18292,356,-417,-3942,-33,333,-2,32154,28695,-32749,-1,-5,0
3719.26,0,58,18308,348,-514,-3801,314,151,-29,32159,28698,-32753,-1,-2,0
3719.26,0,58,18323,225,-580,-3898,240,-319,-75,32158,28703,-32757,-4,-3,0
3719.29,0,58,18338,107,-555,-4098,-123,-214,-84,32155,28697,-32763,-2,-1,0
3719.29,0,58,18353,158,-564,-4144,16,126,-94,32156,28688,-32763,-1,-5,0
